TIMESTEP,MEAN,MINIMUM(K),MAXIMUM(K)
1985-10-16T00:00:00Z,286.1062,281.1,294.7
1985-10-17T00:00:00Z,284.84592,278.4,290
1985-10-18T00:00:00Z,290.9081,285.8,293.8
1985-10-19T00:00:00Z,290.84082,285.9,295.2
1985-10-20T00:00:00Z,285.73575,278.7,292.6
1985-10-21T00:00:00Z,286.20844,280.5,289.8
1985-10-22T00:00:00Z,287.5589,284.1,291.2
1985-10-23T00:00:00Z,291.08917,285.6,294.4
1985-10-24T00:00:00Z,289.80957,284.4,295.8
1985-10-25T00:00:00Z,288.98553,283.9,295.6
1985-10-26T00:00:00Z,287.47058,281,291.8
1985-10-27T00:00:00Z,290.53616,285.2,294.8
1985-10-28T00:00:00Z,280.1324,274.2,291.6
1985-10-29T00:00:00Z,280.44458,274.4,286.4
1985-10-30T00:00:00Z,284.19135,279,288.8
1985-10-31T00:00:00Z,285.16336,278,289.9
1985-11-01T00:00:00Z,286.75604,281.1,291.3
1985-11-02T00:00:00Z,285.7463,280.4,289.1
1985-11-03T00:00:00Z,284.67767,278.4,288
1985-11-04T00:00:00Z,283.2741,276.9,288.2
1985-11-05T00:00:00Z,282.7753,278.4,291.4
1985-11-06T00:00:00Z,281.9035,277.6,289.4
1985-11-07T00:00:00Z,285.00363,280.1,289.1
1985-11-08T00:00:00Z,282.6861,277.3,288.2
1985-11-09T00:00:00Z,282.27884,274.5,289.1
1985-11-10T00:00:00Z,283.5029,275.7,294.2
1985-11-11T00:00:00Z,279.59018,272,289.1
1985-11-12T00:00:00Z,281.64624,273.8,288.3
1985-11-13T00:00:00Z,286.23236,275.4,291.7
1985-11-14T00:00:00Z,282.79852,274.1,289.3
1985-11-15T00:00:00Z,278.6429,270.1,289.2
1985-11-16T00:00:00Z,276.32547,268.5,286.3
1985-11-17T00:00:00Z,279.83496,273.4,288.6
1985-11-18T00:00:00Z,283.11575,275.5,289.1
1985-11-19T00:00:00Z,291.19962,284.5,296.6
1985-11-20T00:00:00Z,290.52655,284.1,295.2
1985-11-21T00:00:00Z,278.38,272.9,288.1
1985-11-22T00:00:00Z,275.49982,269.2,284
1985-11-23T00:00:00Z,276.91617,269.9,283
1985-11-24T00:00:00Z,277.67014,271.2,283.6
1985-11-25T00:00:00Z,274.5211,268.2,280.7
1985-11-26T00:00:00Z,274.92633,267.7,284.7
1985-11-27T00:00:00Z,276.45084,270.5,284.3
1985-11-28T00:00:00Z,273.9258,266.8,282.7
1985-11-29T00:00:00Z,275.0824,269.6,282.5
1985-11-30T00:00:00Z,276.0479,270.4,282.7
1985-12-01T00:00:00Z,279.52908,272.8,286.5
1985-12-02T00:00:00Z,281.39575,276.1,288.3
1985-12-03T00:00:00Z,268.31906,261.3,276.3
1985-12-04T00:00:00Z,270.84042,264.9,276.6
1985-12-05T00:00:00Z,273.74432,267.8,278.8
1985-12-06T00:00:00Z,273.25607,267.8,279.6
1985-12-07T00:00:00Z,273.63852,268.1,277.1
1985-12-08T00:00:00Z,275.3716,270.4,280.9
1985-12-09T00:00:00Z,274.59338,268.2,281.6
1985-12-10T00:00:00Z,274.73972,268.4,281.5
1985-12-11T00:00:00Z,275.44843,269.7,283.6
1985-12-12T00:00:00Z,274.6908,268.3,287.5
1985-12-13T00:00:00Z,274.24094,268.9,281.5
1985-12-14T00:00:00Z,271.96655,267.5,282.2
1985-12-15T00:00:00Z,268.71634,262.6,275.7
1985-12-16T00:00:00Z,271.25137,265.5,277.8
1985-12-17T00:00:00Z,270.34903,265,278.7
1985-12-18T00:00:00Z,267.274,261.2,278.5
1985-12-19T00:00:00Z,266.19864,260,271.6
1985-12-20T00:00:00Z,268.3534,263.1,274.9
1985-12-21T00:00:00Z,267.80875,262.6,274.8
1985-12-22T00:00:00Z,267.97678,262.3,276.1
1985-12-23T00:00:00Z,272.9877,267.4,278.2
1985-12-24T00:00:00Z,275.4894,271.6,283
1985-12-25T00:00:00Z,269.38373,260.8,281.3
1985-12-26T00:00:00Z,262.86627,258.2,270.5
1985-12-27T00:00:00Z,269.8816,263.9,277.4
1985-12-28T00:00:00Z,268.15207,263.4,278.3
1985-12-29T00:00:00Z,269.27463,263.7,276.9
1985-12-30T00:00:00Z,269.1419,264,275.9
1985-12-31T00:00:00Z,274.19064,269.2,281.5
1986-01-01T00:00:00Z,273.5156,268.6,280.1
1986-01-02T00:00:00Z,274.17822,267.8,281.1
1986-01-03T00:00:00Z,275.46494,268.3,284.4
1986-01-04T00:00:00Z,270.29297,262.5,279.3
1986-01-05T00:00:00Z,273.24603,265.8,281.4
1986-01-06T00:00:00Z,269.3958,263.9,276.1
1986-01-07T00:00:00Z,263.69373,255.1,273
1986-01-08T00:00:00Z,264.4057,257.2,272
1986-01-09T00:00:00Z,271.89362,267.9,278
1986-01-10T00:00:00Z,274.21533,269.1,279.6
1986-01-11T00:00:00Z,272.37006,265.4,277.2
1986-01-12T00:00:00Z,276.58514,271.7,281.6
1986-01-13T00:00:00Z,274.94757,270.7,280.3
1986-01-14T00:00:00Z,262.13156,253.4,274.4
1986-01-15T00:00:00Z,262.8651,254,270.8
1986-01-16T00:00:00Z,271.75916,264.5,277.7
1986-01-17T00:00:00Z,278.2035,273.9,282.9
1986-01-18T00:00:00Z,280.32953,274.5,286.3
1986-01-19T00:00:00Z,280.8846,275.1,288.3
1986-01-20T00:00:00Z,280.91626,275,287.4
1986-01-21T00:00:00Z,276.65433,271.6,283.4
1986-01-22T00:00:00Z,280.0604,274.5,285.5
1986-01-23T00:00:00Z,272.52972,266.5,280.5
1986-01-24T00:00:00Z,269.24454,261.4,275.5
1986-01-25T00:00:00Z,275.16287,269.3,280.9
1986-01-26T00:00:00Z,277.03458,273.4,285.3
1986-01-27T00:00:00Z,274.44775,269,281.9
1986-01-28T00:00:00Z,262.30527,255.6,276.4
1986-01-29T00:00:00Z,267.17206,261,272.5
1986-01-30T00:00:00Z,268.8549,262.7,273.3
1986-01-31T00:00:00Z,269.35675,263.7,274.6
1986-02-01T00:00:00Z,271.32617,264.1,278.5
1986-02-02T00:00:00Z,274.53833,267.2,282.8
1986-02-03T00:00:00Z,272.5576,265.7,278.3
1986-02-04T00:00:00Z,272.98535,265,278.2
1986-02-05T00:00:00Z,275.15778,271.4,279.7
1986-02-06T00:00:00Z,271.28696,265,278.2
1986-02-07T00:00:00Z,268.70337,263,274.7
1986-02-08T00:00:00Z,269.73843,265.2,274.8
1986-02-09T00:00:00Z,271.41718,266.3,275.9
1986-02-10T00:00:00Z,272.00046,267.6,277
1986-02-11T00:00:00Z,268.22858,264.3,275.6
1986-02-12T00:00:00Z,267.70322,262.5,272.9
1986-02-13T00:00:00Z,267.4583,262.9,271.8
1986-02-14T00:00:00Z,270.47702,265.2,274.9
1986-02-15T00:00:00Z,269.50992,264.8,274.6
1986-02-16T00:00:00Z,269.95984,265.3,274.7
1986-02-17T00:00:00Z,274.06155,268.6,278.8
1986-02-18T00:00:00Z,276.2225,272.1,279.7
1986-02-19T00:00:00Z,276.335,272.3,281.2
1986-02-20T00:00:00Z,276.77573,271.9,283.4
1986-02-21T00:00:00Z,276.23767,272.4,283.7
1986-02-22T00:00:00Z,272.90768,266.9,280.3
1986-02-23T00:00:00Z,272.95395,268.4,279.8
1986-02-24T00:00:00Z,272.87228,268.8,278.1
1986-02-25T00:00:00Z,269.11023,264.6,275.5
1986-02-26T00:00:00Z,265.03174,257.8,272.3
1986-02-27T00:00:00Z,267.01215,260.9,273.8
1986-02-28T00:00:00Z,268.62576,263.2,279
1986-03-01T00:00:00Z,273.59644,268.7,281.1
1986-03-02T00:00:00Z,274.4657,268.7,280.5
1986-03-03T00:00:00Z,277.10483,271.8,282.6
1986-03-04T00:00:00Z,277.2183,272.5,282.9
1986-03-05T00:00:00Z,276.71368,271.3,284
1986-03-06T00:00:00Z,277.2526,271.6,283.9
1986-03-07T00:00:00Z,272.78214,267.3,282.7
1986-03-08T00:00:00Z,265.46246,258.4,276
1986-03-09T00:00:00Z,275.42834,269.1,283.4
1986-03-10T00:00:00Z,280.89536,273.5,290.3
1986-03-11T00:00:00Z,281.75027,276.1,292
1986-03-12T00:00:00Z,277.63043,270.7,283.2
1986-03-13T00:00:00Z,278.44577,273,284.4
1986-03-14T00:00:00Z,282.6158,274.3,291.2
1986-03-15T00:00:00Z,283.5004,276,292.6
1986-03-16T00:00:00Z,280.35825,274.1,289.8
1986-03-17T00:00:00Z,280.39786,274.1,285.5
1986-03-18T00:00:00Z,282.60867,274.7,286.7
1986-03-19T00:00:00Z,289.95862,280.6,295
1986-03-20T00:00:00Z,278.06165,270.2,290.4
1986-03-21T00:00:00Z,270.30252,265,277
1986-03-22T00:00:00Z,275.94745,270.5,281.4
1986-03-23T00:00:00Z,282.02075,275.6,286.6
1986-03-24T00:00:00Z,277.53714,272.4,284.9
1986-03-25T00:00:00Z,286.2062,278.2,292.6
1986-03-26T00:00:00Z,291.96655,282.4,296
1986-03-27T00:00:00Z,284.64563,279.3,292.8
1986-03-28T00:00:00Z,284.91196,278.8,290
1986-03-29T00:00:00Z,294.3125,283.6,299.2
1986-03-30T00:00:00Z,298.13242,284.1,301.7
1986-03-31T00:00:00Z,289.24905,283.6,296.1
1986-04-01T00:00:00Z,297.1793,285.6,300.8
1986-04-02T00:00:00Z,288.15018,283.7,296.4
1986-04-03T00:00:00Z,286.89157,280.7,292.7
1986-04-04T00:00:00Z,283.99634,279.7,288.7
1986-04-05T00:00:00Z,285.07178,279.4,293.9
1986-04-06T00:00:00Z,284.04074,274.5,293.8
1986-04-07T00:00:00Z,288.27618,281.8,295.4
1986-04-08T00:00:00Z,286.74332,281.3,294.7
1986-04-09T00:00:00Z,280.6531,276.2,289.9
1986-04-10T00:00:00Z,278.41855,273.1,286.6
1986-04-11T00:00:00Z,278.45807,273,286.2
1986-04-12T00:00:00Z,279.25287,273.8,286.7
1986-04-13T00:00:00Z,282.11185,276.1,288.2
1986-04-14T00:00:00Z,288.26697,282.6,292.4
1986-04-15T00:00:00Z,287.49463,278.4,293.6
1986-04-16T00:00:00Z,284.29288,278.1,291.3
1986-04-17T00:00:00Z,289.51614,284.1,293.4
1986-04-18T00:00:00Z,290.5312,284.7,294.2
1986-04-19T00:00:00Z,292.06445,285.6,296.5
1986-04-20T00:00:00Z,293.5831,285.3,297.6
1986-04-21T00:00:00Z,287.77954,282.4,291.9
1986-04-22T00:00:00Z,281.41608,276.5,290.2
1986-04-23T00:00:00Z,281.63458,274.9,287.4
1986-04-24T00:00:00Z,288.75516,282.5,292.7
1986-04-25T00:00:00Z,293.38934,286.7,296.5
1986-04-26T00:00:00Z,294.47723,287.9,298.8
1986-04-27T00:00:00Z,295.32623,287,300.1
1986-04-28T00:00:00Z,297.2189,288.5,303
1986-04-29T00:00:00Z,295.29132,288,300.9
1986-04-30T00:00:00Z,292.3646,286.6,297.3
1986-05-01T00:00:00Z,295.10364,288.1,300.3
1986-05-02T00:00:00Z,284.20502,279.3,293.5
1986-05-03T00:00:00Z,279.748,273.2,291.5
1986-05-04T00:00:00Z,284.93198,277,293.3
1986-05-05T00:00:00Z,294.642,285.4,300.7
1986-05-06T00:00:00Z,298.8914,290.1,304.1
1986-05-07T00:00:00Z,298.78604,290,304.2
1986-05-08T00:00:00Z,288.7243,282.1,294.9
1986-05-09T00:00:00Z,289.1048,283.4,292.9
1986-05-10T00:00:00Z,293.03268,287.7,296.1
1986-05-11T00:00:00Z,291.10953,284.5,294.8
1986-05-12T00:00:00Z,291.5265,283.7,295.6
1986-05-13T00:00:00Z,293.12387,287.1,297.3
1986-05-14T00:00:00Z,293.63834,288.4,297.9
1986-05-15T00:00:00Z,294.68787,287.4,300
1986-05-16T00:00:00Z,297.2799,289,301.7
1986-05-17T00:00:00Z,297.15738,291.2,304.5
1986-05-18T00:00:00Z,301.30185,295,305.7
1986-05-19T00:00:00Z,299.19055,291.7,305.6
1986-05-20T00:00:00Z,294.01184,287.8,299.7
1986-05-21T00:00:00Z,292.559,287.3,298.1
1986-05-22T00:00:00Z,293.19907,288.2,298.9
1986-05-23T00:00:00Z,293.69925,287.3,299.9
1986-05-24T00:00:00Z,293.00726,286.1,299.1
1986-05-25T00:00:00Z,296.805,290.9,299.5
1986-05-26T00:00:00Z,298.48865,292.7,301.7
1986-05-27T00:00:00Z,299.29138,293.1,303.8
1986-05-28T00:00:00Z,298.65723,291.8,305.1
1986-05-29T00:00:00Z,300.64792,292.8,304.9
1986-05-30T00:00:00Z,300.66684,293.8,307.1
1986-05-31T00:00:00Z,297.8461,290.1,305.6
1986-06-01T00:00:00Z,300.36288,292.2,306.1
1986-06-02T00:00:00Z,289.3864,283.3,300.5
1986-06-03T00:00:00Z,290.32233,284.5,296.1
1986-06-04T00:00:00Z,296.98416,290.7,300.5
1986-06-05T00:00:00Z,296.2852,290.8,301.7
1986-06-06T00:00:00Z,293.37396,287.2,301.5
1986-06-07T00:00:00Z,297.18558,289.6,301
1986-06-08T00:00:00Z,299.2044,293.3,305.6
1986-06-09T00:00:00Z,292.8645,286.4,299.8
1986-06-10T00:00:00Z,297.71497,291.4,301
1986-06-11T00:00:00Z,296.76437,290.2,303.2
1986-06-12T00:00:00Z,293.73138,285.7,301.5
1986-06-13T00:00:00Z,295.1396,289.1,299.9
1986-06-14T00:00:00Z,297.39267,290.7,302.6
1986-06-15T00:00:00Z,298.17892,291.7,303.7
1986-06-16T00:00:00Z,300.93747,293.4,304.6
1986-06-17T00:00:00Z,293.07312,287.9,300.2
1986-06-18T00:00:00Z,291.10806,284.6,299.1
1986-06-19T00:00:00Z,294.29254,289.8,300.1
1986-06-20T00:00:00Z,295.54208,289.5,301.3
1986-06-21T00:00:00Z,296.28897,290.2,299.6
1986-06-22T00:00:00Z,300.40976,294.1,305.2
1986-06-23T00:00:00Z,298.19876,291.8,305.3
1986-06-24T00:00:00Z,297.1792,291.3,303.7
1986-06-25T00:00:00Z,289.6319,281.9,299.3
1986-06-26T00:00:00Z,293.73898,286.6,299.7
1986-06-27T00:00:00Z,299.8705,293.7,305.3
1986-06-28T00:00:00Z,300.31015,293.4,306.1
1986-06-29T00:00:00Z,297.4385,291.1,304.9
1986-06-30T00:00:00Z,294.22485,288,300.3
1986-07-01T00:00:00Z,293.3035,285.9,298.7
1986-07-02T00:00:00Z,293.82172,286.6,299.1
1986-07-03T00:00:00Z,292.2272,285.8,299.9
1986-07-04T00:00:00Z,295.80255,288.8,299.7
1986-07-05T00:00:00Z,302.27374,293,306.3
1986-07-06T00:00:00Z,303.96756,298,307.8
1986-07-07T00:00:00Z,303.33838,297.3,308.8
1986-07-08T00:00:00Z,299.18436,293.8,303.8
1986-07-09T00:00:00Z,297.66534,291,304.5
1986-07-10T00:00:00Z,294.35437,286.8,301.1
1986-07-11T00:00:00Z,293.49722,288.2,300.2
1986-07-12T00:00:00Z,293.46158,285.7,300.2
1986-07-13T00:00:00Z,298.4589,292,302.7
1986-07-14T00:00:00Z,296.21002,290.7,303.2
1986-07-15T00:00:00Z,297.9527,291.7,302.1
1986-07-16T00:00:00Z,297.99274,292.8,302.1
1986-07-17T00:00:00Z,301.16602,295.1,304.2
1986-07-18T00:00:00Z,302.18222,296.7,305.7
1986-07-19T00:00:00Z,301.27716,295.5,305.3
1986-07-20T00:00:00Z,300.96384,293.9,304.6
1986-07-21T00:00:00Z,297.96158,292,305
1986-07-22T00:00:00Z,298.8061,292.3,303.7
1986-07-23T00:00:00Z,300.83356,295,305
1986-07-24T00:00:00Z,302.1201,296.6,305.2
1986-07-25T00:00:00Z,303.34207,296.5,306.3
1986-07-26T00:00:00Z,301.58362,296.2,304.3
1986-07-27T00:00:00Z,298.74817,293.1,303.2
1986-07-28T00:00:00Z,298.28336,291.4,302.9
1986-07-29T00:00:00Z,299.82523,294.7,304.2
1986-07-30T00:00:00Z,296.97888,291.6,302.7
1986-07-31T00:00:00Z,295.8323,288.6,300.1
1986-08-01T00:00:00Z,298.24777,293.1,300.9
1986-08-02T00:00:00Z,299.80902,295,303.3
1986-08-03T00:00:00Z,298.36404,293.5,303.2
1986-08-04T00:00:00Z,297.50446,291.1,302.9
1986-08-05T00:00:00Z,299.42886,293.1,303.4
1986-08-06T00:00:00Z,300.75928,295,303.4
1986-08-07T00:00:00Z,298.9493,293.4,303.7
1986-08-08T00:00:00Z,299.2648,294.2,304.3
1986-08-09T00:00:00Z,296.96356,291.8,303.8
1986-08-10T00:00:00Z,300.29706,295.2,304
1986-08-11T00:00:00Z,296.55783,291.4,303.9
1986-08-12T00:00:00Z,294.2046,288.3,300.5
1986-08-13T00:00:00Z,296.1206,290.3,300
1986-08-14T00:00:00Z,296.56622,290.7,300.6
1986-08-15T00:00:00Z,299.36957,292.5,304.2
1986-08-16T00:00:00Z,299.93808,294.5,303.6
1986-08-17T00:00:00Z,301.00067,295.8,304.2
1986-08-18T00:00:00Z,298.99026,293.5,301.7
1986-08-19T00:00:00Z,299.28876,294.1,302.2
1986-08-20T00:00:00Z,298.9212,292.1,301.9
1986-08-21T00:00:00Z,296.6697,288.7,300.8
1986-08-22T00:00:00Z,296.2264,289,301
1986-08-23T00:00:00Z,296.5371,288.6,302.7
1986-08-24T00:00:00Z,291.8015,285,298.6
1986-08-25T00:00:00Z,292.9249,286,298.8
1986-08-26T00:00:00Z,297.83044,291.5,301.5
1986-08-27T00:00:00Z,296.34195,291.1,303.2
1986-08-28T00:00:00Z,287.52847,280.8,298.2
1986-08-29T00:00:00Z,289.0506,282.3,294.9
1986-08-30T00:00:00Z,293.3895,287.5,297.4
1986-08-31T00:00:00Z,294.8393,289.3,298.1
1986-09-01T00:00:00Z,294.80792,289.6,298.4
1986-09-02T00:00:00Z,295.7326,290.7,299.5
1986-09-03T00:00:00Z,296.05072,289.8,300.4
1986-09-04T00:00:00Z,294.49805,287.8,300.4
1986-09-05T00:00:00Z,294.51395,287.6,299.6
1986-09-06T00:00:00Z,292.7447,287,300.8
1986-09-07T00:00:00Z,290.62576,284.5,297.6
1986-09-08T00:00:00Z,289.7738,283.7,296.7
1986-09-09T00:00:00Z,293.20886,287.7,297
1986-09-10T00:00:00Z,294.24258,286.7,299.9
1986-09-11T00:00:00Z,299.87106,293.8,304.6
1986-09-12T00:00:00Z,296.70547,292.3,303.3
1986-09-13T00:00:00Z,292.62238,286.4,297
1986-09-14T00:00:00Z,286.33273,279.2,295.9
1986-09-15T00:00:00Z,287.61853,281.3,297.8
1986-09-16T00:00:00Z,285.40097,278.7,296.3
1986-09-17T00:00:00Z,287.85114,282.6,292.8
1986-09-18T00:00:00Z,291.45352,285.1,295.8
1986-09-19T00:00:00Z,293.56772,287.6,298.5
1986-09-20T00:00:00Z,292.31586,283.8,299.2
1986-09-21T00:00:00Z,291.0817,284.9,298.3
1986-09-22T00:00:00Z,289.99283,283.6,296.6
1986-09-23T00:00:00Z,295.13748,289.1,301
1986-09-24T00:00:00Z,296.1777,290.1,300.3
1986-09-25T00:00:00Z,294.61133,287.9,300.2
1986-09-26T00:00:00Z,296.08746,288.2,301.4
1986-09-27T00:00:00Z,290.96173,283.7,299.2
1986-09-28T00:00:00Z,294.1473,287.2,300.2
1986-09-29T00:00:00Z,297.1652,289.4,302.1
1986-09-30T00:00:00Z,299.12448,292.1,304.9
1986-10-01T00:00:00Z,293.77112,287.7,301.3
1986-10-02T00:00:00Z,291.4531,284.5,300.4
1986-10-03T00:00:00Z,291.16653,285.6,295.6
1986-10-04T00:00:00Z,292.26617,286.8,300.6
1986-10-05T00:00:00Z,286.93948,279.9,294.5
1986-10-06T00:00:00Z,282.70346,277,292.2
1986-10-07T00:00:00Z,283.79437,277.2,288.7
1986-10-08T00:00:00Z,289.56256,283.1,293.9
1986-10-09T00:00:00Z,287.01407,281.1,298
1986-10-10T00:00:00Z,280.4655,273.3,291.6
1986-10-11T00:00:00Z,285.50342,278.1,290.6
1986-10-12T00:00:00Z,288.13943,281.5,292.2
1986-10-13T00:00:00Z,289.9871,284.8,294.1
1986-10-14T00:00:00Z,290.3362,285.7,295.9
1986-10-15T00:00:00Z,282.9109,277.9,292.3
1986-10-16T00:00:00Z,283.72308,278.4,289.1
1986-10-17T00:00:00Z,282.70523,276.6,289
1986-10-18T00:00:00Z,282.56522,276.5,287.4
1986-10-19T00:00:00Z,285.36694,281.5,289.1
1986-10-20T00:00:00Z,287.05914,282.6,290.6
1986-10-21T00:00:00Z,288.24362,282,292.6
1986-10-22T00:00:00Z,290.35,283.1,294.6
1986-10-23T00:00:00Z,289.88562,284.3,297
1986-10-24T00:00:00Z,283.43732,276.6,291.4
1986-10-25T00:00:00Z,285.34576,280.7,288.7
1986-10-26T00:00:00Z,284.42346,279,290.2
1986-10-27T00:00:00Z,289.0068,282.5,293.4
1986-10-28T00:00:00Z,288.3711,281.8,292.8
1986-10-29T00:00:00Z,290.75345,284.9,294.1
1986-10-30T00:00:00Z,284.46832,279.9,290.5
1986-10-31T00:00:00Z,281.44135,274.7,287.7
1986-11-01T00:00:00Z,286.9053,281.3,291.8
1986-11-02T00:00:00Z,284.09125,279.3,290.8
1986-11-03T00:00:00Z,280.74442,273.9,284.4
1986-11-04T00:00:00Z,280.73965,274.1,286.4
1986-11-05T00:00:00Z,277.44586,271.9,283.5
1986-11-06T00:00:00Z,279.61887,272.5,286.9
1986-11-07T00:00:00Z,283.8454,278.3,288.3
1986-11-08T00:00:00Z,287.03934,279.6,293.5
1986-11-09T00:00:00Z,288.20056,282.7,296.6
1986-11-10T00:00:00Z,277.0814,271.2,287
1986-11-11T00:00:00Z,276.58084,271.3,282.7
1986-11-12T00:00:00Z,276.46964,271.6,283
1986-11-13T00:00:00Z,274.67697,269.7,283
1986-11-14T00:00:00Z,271.6221,266.9,278.4
1986-11-15T00:00:00Z,275.87378,270.8,283.3
1986-11-16T00:00:00Z,278.32806,272.9,284
1986-11-17T00:00:00Z,281.15353,274.9,285.3
1986-11-18T00:00:00Z,278.46567,272.3,286.2
1986-11-19T00:00:00Z,273.3123,267.2,282.9
1986-11-20T00:00:00Z,274.6436,267.4,285.2
1986-11-21T00:00:00Z,274.9788,269.2,286
1986-11-22T00:00:00Z,274.232,268,280.9
1986-11-23T00:00:00Z,277.9952,272.5,285.5
1986-11-24T00:00:00Z,278.91806,273.8,286
1986-11-25T00:00:00Z,278.43414,272.4,283.2
1986-11-26T00:00:00Z,279.94434,274.6,288
1986-11-27T00:00:00Z,279.33853,274.1,287.8
1986-11-28T00:00:00Z,280.3126,274.5,284.4
1986-11-29T00:00:00Z,279.88232,274.8,285.9
1986-11-30T00:00:00Z,274.00156,267.4,280.8
1986-12-01T00:00:00Z,272.70062,267.9,278.5
1986-12-02T00:00:00Z,276.38025,271,285.6
1986-12-03T00:00:00Z,278.77286,274.7,289.6
1986-12-04T00:00:00Z,275.73657,271.2,283.5
1986-12-05T00:00:00Z,274.38373,268.8,279.1
1986-12-06T00:00:00Z,275.42834,270.1,279.5
1986-12-07T00:00:00Z,276.1216,270.5,281.8
1986-12-08T00:00:00Z,274.55075,269.3,281.4
1986-12-09T00:00:00Z,276.23984,266.9,284.7
1986-12-10T00:00:00Z,277.32346,272.1,285.9
1986-12-11T00:00:00Z,273.9302,267.7,280.2
1986-12-12T00:00:00Z,273.72226,268.5,280.8
1986-12-13T00:00:00Z,268.88864,262,277.3
1986-12-14T00:00:00Z,271.8454,266.5,278.6
1986-12-15T00:00:00Z,275.65677,269.7,280.3
1986-12-16T00:00:00Z,275.99664,270.2,280.8
1986-12-17T00:00:00Z,276.58124,270.3,281.1
1986-12-18T00:00:00Z,276.8785,271.3,283.5
1986-12-19T00:00:00Z,276.3942,272.2,283
1986-12-20T00:00:00Z,273.991,268.9,278.5
1986-12-21T00:00:00Z,272.50995,264.9,277.7
1986-12-22T00:00:00Z,273.49246,269,277.9
1986-12-23T00:00:00Z,275.10013,270.1,280.3
1986-12-24T00:00:00Z,275.27536,269.7,281.7
1986-12-25T00:00:00Z,277.13022,273.2,287.5
1986-12-26T00:00:00Z,275.104,270.2,281.2
1986-12-27T00:00:00Z,273.5014,267,278.2
1986-12-28T00:00:00Z,273.75534,267.9,278.1
1986-12-29T00:00:00Z,274.8547,270.1,278.3
1986-12-30T00:00:00Z,274.90695,270.1,280
1986-12-31T00:00:00Z,273.31375,268.1,278.6
1987-01-01T00:00:00Z,275.05423,269.8,279.7
1987-01-02T00:00:00Z,273.69226,268.9,279.6
1987-01-03T00:00:00Z,271.17413,265.2,277.1
1987-01-04T00:00:00Z,270.28033,264.8,275.8
1987-01-05T00:00:00Z,271.20267,266.7,276
1987-01-06T00:00:00Z,274.11078,269.7,278.7
1987-01-07T00:00:00Z,274.98492,270.8,280.6
1987-01-08T00:00:00Z,270.8979,263.4,276.7
1987-01-09T00:00:00Z,273.95215,269.3,277.6
1987-01-10T00:00:00Z,274.8654,269.9,280.2
1987-01-11T00:00:00Z,273.86908,269.2,280
1987-01-12T00:00:00Z,273.53214,267.9,278
1987-01-13T00:00:00Z,272.66824,265.4,278.4
1987-01-14T00:00:00Z,275.76337,271.7,282.8
1987-01-15T00:00:00Z,276.88593,272.5,285.8
1987-01-16T00:00:00Z,273.55405,267.9,280.9
1987-01-17T00:00:00Z,267.6699,259.4,275.4
1987-01-18T00:00:00Z,273.10983,267.1,279.6
1987-01-19T00:00:00Z,272.0739,265.4,278.5
1987-01-20T00:00:00Z,269.82596,263.1,276.2
1987-01-21T00:00:00Z,270.8077,266.1,276.8
1987-01-22T00:00:00Z,271.72568,265.9,279.5
1987-01-23T00:00:00Z,270.3336,265.2,279.1
1987-01-24T00:00:00Z,260.9501,255.3,269
1987-01-25T00:00:00Z,265.8133,260.3,270.6
1987-01-26T00:00:00Z,265.30817,259.4,273.1
1987-01-27T00:00:00Z,266.10544,260.6,270.3
1987-01-28T00:00:00Z,269.88263,265.3,273
1987-01-29T00:00:00Z,272.3143,267.2,275.7
1987-01-30T00:00:00Z,273.01724,266.6,277.6
1987-01-31T00:00:00Z,274.11182,270.3,279.2
1987-02-01T00:00:00Z,273.23212,268.3,277.6
1987-02-02T00:00:00Z,276.0174,271.5,280.1
1987-02-03T00:00:00Z,276.15244,272,280.6
1987-02-04T00:00:00Z,274.37238,269.4,279.6
1987-02-05T00:00:00Z,269.337,262.4,277.3
1987-02-06T00:00:00Z,274.78043,269.1,280.8
1987-02-07T00:00:00Z,275.9616,272,283.6
1987-02-08T00:00:00Z,276.61237,271.7,282
1987-02-09T00:00:00Z,270.7164,264,279.6
1987-02-10T00:00:00Z,272.022,265.5,277.3
1987-02-11T00:00:00Z,270.98138,262.6,277.8
1987-02-12T00:00:00Z,272.84076,265.1,279.2
1987-02-13T00:00:00Z,269.48972,263,276.9
1987-02-14T00:00:00Z,262.80804,253.5,273.1
1987-02-15T00:00:00Z,258.98343,251.1,272.1
1987-02-16T00:00:00Z,267.76907,261.6,275
1987-02-17T00:00:00Z,270.80618,265.5,276.8
1987-02-18T00:00:00Z,270.20633,264.3,278.2
1987-02-19T00:00:00Z,270.10272,263.6,278.7
1987-02-20T00:00:00Z,271.45764,265.9,278.8
1987-02-21T00:00:00Z,275.07468,269,281.7
1987-02-22T00:00:00Z,276.1132,270.8,283.1
1987-02-23T00:00:00Z,274.58026,269.1,279.1
1987-02-24T00:00:00Z,271.8189,265.6,279.3
1987-02-25T00:00:00Z,272.60773,266.9,279.5
1987-02-26T00:00:00Z,273.702,268.6,279.4
1987-02-27T00:00:00Z,276.20563,271.5,281.4
1987-02-28T00:00:00Z,275.8752,271.9,282
1987-03-01T00:00:00Z,278.29153,273.5,287.1
1987-03-02T00:00:00Z,277.22345,273.2,283.7
1987-03-03T00:00:00Z,274.70667,269.3,283.1
1987-03-04T00:00:00Z,273.31277,269,281.9
1987-03-05T00:00:00Z,275.22937,269.8,281
