TIMESTEP,MEAN,MINIMUM(K),MAXIMUM(K)
1979-01-01T00:00:00Z,279.3668,275.1,288
1979-01-02T00:00:00Z,278.49402,272.8,288.7
1979-01-03T00:00:00Z,270.3518,260.9,284.5
1979-01-04T00:00:00Z,265.18008,259.5,272.6
1979-01-05T00:00:00Z,265.06934,258.8,273.3
1979-01-06T00:00:00Z,269.9478,264.3,277.4
1979-01-07T00:00:00Z,273.46106,267.6,282.3
1979-01-08T00:00:00Z,272.27267,265.8,281.9
1979-01-09T00:00:00Z,266.4563,260.8,275.6
1979-01-10T00:00:00Z,266.20636,261.4,272.4
1979-01-11T00:00:00Z,262.69043,255.8,271.4
1979-01-12T00:00:00Z,264.8144,257.8,275.9
1979-01-13T00:00:00Z,272.82703,265.4,280.6
1979-01-14T00:00:00Z,276.2264,272.8,282.1
1979-01-15T00:00:00Z,265.24066,258.4,275
1979-01-16T00:00:00Z,267.76514,260.8,277.6
1979-01-17T00:00:00Z,270.50693,261.4,278.9
1979-01-18T00:00:00Z,268.43063,258.5,277.7
1979-01-19T00:00:00Z,262.12393,255.7,269.1
1979-01-20T00:00:00Z,269.71594,262.6,277.9
1979-01-21T00:00:00Z,274.28247,269.5,282.4
1979-01-22T00:00:00Z,271.85117,267.3,279.6
1979-01-23T00:00:00Z,272.3925,266.4,278.1
1979-01-24T00:00:00Z,275.58334,270.1,281.9
1979-01-25T00:00:00Z,275.67313,271.1,281.9
1979-01-26T00:00:00Z,275.14795,271.4,280.5
1979-01-27T00:00:00Z,275.6168,271.9,283.4
1979-01-28T00:00:00Z,275.24527,271.8,280.1
1979-01-29T00:00:00Z,273.1825,269.5,278.6
1979-01-30T00:00:00Z,270.43503,265.8,277.8
1979-01-31T00:00:00Z,269.45273,264.6,277.1
1979-02-01T00:00:00Z,266.33978,261.4,273.8
1979-02-02T00:00:00Z,264.62802,258,273
1979-02-03T00:00:00Z,267.2746,262.5,275
1979-02-04T00:00:00Z,270.75955,265,277
1979-02-05T00:00:00Z,266.13696,260.4,274.2
1979-02-06T00:00:00Z,262.66132,256.4,270.7
1979-02-07T00:00:00Z,269.92252,262.8,275.1
1979-02-08T00:00:00Z,267.65146,261.8,273.7
1979-02-09T00:00:00Z,261.68002,255.8,270.2
1979-02-10T00:00:00Z,259.3927,252.8,266
1979-02-11T00:00:00Z,256.41895,250.2,264
1979-02-12T00:00:00Z,263.496,257.7,268.2
1979-02-13T00:00:00Z,258.5158,252.8,267.6
1979-02-14T00:00:00Z,258.7769,252.4,266.6
1979-02-15T00:00:00Z,262.41153,256.4,270.3
1979-02-16T00:00:00Z,260.94965,254.8,269.9
1979-02-17T00:00:00Z,255.37744,249.6,265.7
1979-02-18T00:00:00Z,262.55734,257.6,269.8
1979-02-19T00:00:00Z,270.9871,265.9,275.6
1979-02-20T00:00:00Z,273.84866,270.6,276.4
1979-02-21T00:00:00Z,277.0273,273.3,280.2
1979-02-22T00:00:00Z,276.64996,273,279.8
1979-02-23T00:00:00Z,276.66113,272.1,280.2
1979-02-24T00:00:00Z,278.3226,274.5,283.3
1979-02-25T00:00:00Z,275.37314,271.4,280.9
1979-02-26T00:00:00Z,273.8943,269.5,281.7
1979-02-27T00:00:00Z,274.1552,269.9,280.6
1979-02-28T00:00:00Z,277.10806,272.8,286.3
1979-03-01T00:00:00Z,277.74423,272.8,284.1
1979-03-02T00:00:00Z,277.63525,272.6,285
1979-03-03T00:00:00Z,280.64474,274.1,285.5
1979-03-04T00:00:00Z,282.56735,277,287.7
1979-03-05T00:00:00Z,284.5323,279.3,289.3
1979-03-06T00:00:00Z,283.9124,277.2,291.5
1979-03-07T00:00:00Z,281.6844,275.7,289
1979-03-08T00:00:00Z,279.5044,273.7,286.3
1979-03-09T00:00:00Z,280.72333,273.9,286.2
1979-03-10T00:00:00Z,282.08875,275.1,286.4
1979-03-11T00:00:00Z,276.8338,270,283.8
1979-03-12T00:00:00Z,270.78064,263.3,281.2
1979-03-13T00:00:00Z,280.8008,274.2,287
1979-03-14T00:00:00Z,281.30936,277,290.3
1979-03-15T00:00:00Z,270.62378,265.4,283.4
1979-03-16T00:00:00Z,273.29465,266.8,282
1979-03-17T00:00:00Z,278.41257,270.6,285.3
1979-03-18T00:00:00Z,278.53278,270.4,287.1
1979-03-19T00:00:00Z,279.8154,273,285.5
1979-03-20T00:00:00Z,282.39017,275.8,287.9
1979-03-21T00:00:00Z,285.70282,279.9,290
1979-03-22T00:00:00Z,289.54147,281.7,294.2
1979-03-23T00:00:00Z,291.8726,282.4,296.6
1979-03-24T00:00:00Z,287.4496,280.8,292.6
1979-03-25T00:00:00Z,286.90723,280.1,293.5
1979-03-26T00:00:00Z,278.2927,271.5,284.8
1979-03-27T00:00:00Z,273.09256,265.5,283
1979-03-28T00:00:00Z,279.30276,272.4,283.8
1979-03-29T00:00:00Z,286.1954,278.1,293.5
1979-03-30T00:00:00Z,287.6409,279.2,293.6
1979-03-31T00:00:00Z,290.19702,282.7,298.2
1979-04-01T00:00:00Z,284.61206,277.4,293.6
1979-04-02T00:00:00Z,282.61844,274.5,288.8
1979-04-03T00:00:00Z,283.21478,278.1,289.6
1979-04-04T00:00:00Z,283.20187,277.4,286.1
1979-04-05T00:00:00Z,279.4297,273.4,287.8
1979-04-06T00:00:00Z,277.894,272.2,286.3
1979-04-07T00:00:00Z,274.00418,268.8,283.1
1979-04-08T00:00:00Z,277.33954,271,284.7
1979-04-09T00:00:00Z,275.99982,271.1,285.4
1979-04-10T00:00:00Z,277.026,271.6,285.4
1979-04-11T00:00:00Z,280.47372,272.8,289
1979-04-12T00:00:00Z,285.52347,278,292.4
1979-04-13T00:00:00Z,285.6825,278.5,293.4
1979-04-14T00:00:00Z,281.52194,274.4,287.8
1979-04-15T00:00:00Z,282.51926,277.9,287.4
1979-04-16T00:00:00Z,280.9565,276.5,286
1979-04-17T00:00:00Z,282.6379,277.4,287.2
1979-04-18T00:00:00Z,282.1845,275.5,287.8
1979-04-19T00:00:00Z,283.4753,277.2,289.7
1979-04-20T00:00:00Z,285.74988,279.8,289.6
1979-04-21T00:00:00Z,291.2747,284.2,295.4
1979-04-22T00:00:00Z,291.53098,284.9,296
1979-04-23T00:00:00Z,291.2448,284.4,296.8
1979-04-24T00:00:00Z,294.56613,287.1,298.3
1979-04-25T00:00:00Z,293.54855,285,299.4
1979-04-26T00:00:00Z,291.352,285.8,296.3
1979-04-27T00:00:00Z,290.93225,284.2,296.1
1979-04-28T00:00:00Z,290.45993,282,296
1979-04-29T00:00:00Z,286.8079,278.6,292.9
1979-04-30T00:00:00Z,289.43826,284,293.8
1979-05-01T00:00:00Z,285.34518,280.9,293
1979-05-02T00:00:00Z,286.6891,279.6,291.5
1979-05-03T00:00:00Z,289.6789,283.5,294.7
1979-05-04T00:00:00Z,287.98303,281.8,296.6
1979-05-05T00:00:00Z,283.1939,276.7,292.3
1979-05-06T00:00:00Z,286.72208,280.9,292.1
1979-05-07T00:00:00Z,293.80896,284.7,299.3
1979-05-08T00:00:00Z,300.71527,289.2,304.1
1979-05-09T00:00:00Z,303.0471,289.9,306.6
1979-05-10T00:00:00Z,301.38904,290.6,307.1
1979-05-11T00:00:00Z,299.93893,292.1,303.9
1979-05-12T00:00:00Z,298.78458,289.6,302.7
1979-05-13T00:00:00Z,293.8429,286.2,300.1
1979-05-14T00:00:00Z,292.62878,286.5,296.5
1979-05-15T00:00:00Z,295.68832,288.6,299.4
1979-05-16T00:00:00Z,289.59866,283.5,297.2
1979-05-17T00:00:00Z,291.2859,285.9,294.6
1979-05-18T00:00:00Z,294.7045,287.9,298.1
1979-05-19T00:00:00Z,294.584,288.4,298.6
1979-05-20T00:00:00Z,296.82007,290.9,300.2
1979-05-21T00:00:00Z,296.4918,291.7,299.9
1979-05-22T00:00:00Z,290.32047,284.1,297.9
1979-05-23T00:00:00Z,290.45633,285.6,296.2
1979-05-24T00:00:00Z,288.78882,282.9,297.3
1979-05-25T00:00:00Z,289.32587,282.3,297.4
1979-05-26T00:00:00Z,292.06824,285.4,297.4
1979-05-27T00:00:00Z,290.4877,284.9,295.9
1979-05-28T00:00:00Z,292.65787,287.8,297
1979-05-29T00:00:00Z,292.5292,288,297
1979-05-30T00:00:00Z,292.7024,287.4,297.9
1979-05-31T00:00:00Z,296.36877,290.6,301.1
1979-06-01T00:00:00Z,298.64447,292.4,302.1
1979-06-02T00:00:00Z,298.45248,291.3,301.9
1979-06-03T00:00:00Z,297.58615,292,300.9
1979-06-04T00:00:00Z,298.5308,290.3,302.1
1979-06-05T00:00:00Z,299.00455,293.1,303
1979-06-06T00:00:00Z,296.1329,288.3,300.5
1979-06-07T00:00:00Z,300.82748,293.1,304.8
1979-06-08T00:00:00Z,300.93924,293.2,304
1979-06-09T00:00:00Z,301.51553,293.6,305.4
1979-06-10T00:00:00Z,301.41092,293.5,305
1979-06-11T00:00:00Z,294.83017,288,302
1979-06-12T00:00:00Z,287.2148,280.6,296.5
1979-06-13T00:00:00Z,291.74228,284.9,297.5
1979-06-14T00:00:00Z,295.57373,289.5,299
1979-06-15T00:00:00Z,301.32068,294.6,304.6
1979-06-16T00:00:00Z,302.5211,294.7,306.1
1979-06-17T00:00:00Z,300.19208,293.3,305.1
1979-06-18T00:00:00Z,298.99423,292.7,304.6
1979-06-19T00:00:00Z,295.82697,290.1,299.9
1979-06-20T00:00:00Z,298.01703,292.2,301.4
1979-06-21T00:00:00Z,297.86682,291.5,301.6
1979-06-22T00:00:00Z,297.69104,291.2,301.1
1979-06-23T00:00:00Z,292.44443,287,300.9
1979-06-24T00:00:00Z,289.68088,284,300.1
1979-06-25T00:00:00Z,291.3401,284.8,298.5
1979-06-26T00:00:00Z,295.1912,288.9,298.5
1979-06-27T00:00:00Z,296.45554,289.6,300.9
1979-06-28T00:00:00Z,296.9229,292.1,300.9
1979-06-29T00:00:00Z,298.2522,292.6,301.1
1979-06-30T00:00:00Z,298.4224,291.3,303.5
1979-07-01T00:00:00Z,298.12973,292.7,302.4
1979-07-02T00:00:00Z,296.96652,291.6,300.6
1979-07-03T00:00:00Z,296.5429,290.4,302.2
1979-07-04T00:00:00Z,292.72736,286,300.5
1979-07-05T00:00:00Z,289.4823,283,297.8
1979-07-06T00:00:00Z,294.16647,287.8,300.8
1979-07-07T00:00:00Z,296.92053,290.2,300.6
1979-07-08T00:00:00Z,300.3737,293.7,303.6
1979-07-09T00:00:00Z,301.3405,294.4,304.7
1979-07-10T00:00:00Z,299.32523,292.9,304.1
1979-07-11T00:00:00Z,299.5598,293.4,302.7
1979-07-12T00:00:00Z,300.91382,295,304.6
1979-07-13T00:00:00Z,304.0999,298,307.2
1979-07-14T00:00:00Z,304.27963,298.2,307.3
1979-07-15T00:00:00Z,304.17767,296.7,307.3
1979-07-16T00:00:00Z,301.8084,294.1,305.7
1979-07-17T00:00:00Z,300.24466,294.7,305.1
1979-07-18T00:00:00Z,298.9879,292.5,302.5
1979-07-19T00:00:00Z,300.39203,294.6,303.9
1979-07-20T00:00:00Z,301.3399,295.3,305.2
1979-07-21T00:00:00Z,301.84592,294.8,304.7
1979-07-22T00:00:00Z,303.2723,297,306.4
1979-07-23T00:00:00Z,303.08698,296.7,306.3
1979-07-24T00:00:00Z,302.59695,296.3,305.5
1979-07-25T00:00:00Z,302.77637,296.5,305.7
1979-07-26T00:00:00Z,301.75784,296.2,307.1
1979-07-27T00:00:00Z,301.11526,296.2,307
1979-07-28T00:00:00Z,302.4869,296.6,306.4
1979-07-29T00:00:00Z,301.46606,295.8,305
1979-07-30T00:00:00Z,302.64923,296.2,306.3
1979-07-31T00:00:00Z,302.45306,297,306.3
1979-08-01T00:00:00Z,300.9078,295.3,307.4
1979-08-02T00:00:00Z,302.3881,296.2,307.4
1979-08-03T00:00:00Z,301.25452,295.9,304.9
1979-08-04T00:00:00Z,301.5264,296,305.6
1979-08-05T00:00:00Z,301.616,295.4,306.3
1979-08-06T00:00:00Z,297.73474,291.3,306.3
1979-08-07T00:00:00Z,297.57346,290.1,302
1979-08-08T00:00:00Z,298.76987,292.9,305.2
1979-08-09T00:00:00Z,296.18448,288.1,302.5
1979-08-10T00:00:00Z,298.44998,289.2,306.8
1979-08-11T00:00:00Z,293.8256,288,301.3
1979-08-12T00:00:00Z,291.8023,283.9,298.2
1979-08-13T00:00:00Z,294.75653,288.3,299.9
1979-08-14T00:00:00Z,295.34738,288.8,300.8
1979-08-15T00:00:00Z,290.2098,284.9,300
1979-08-16T00:00:00Z,293.0105,287.5,300
1979-08-17T00:00:00Z,294.02307,287.7,298.8
1979-08-18T00:00:00Z,290.3915,283.5,298.5
1979-08-19T00:00:00Z,296.75262,289.8,300.9
1979-08-20T00:00:00Z,297.59167,290.7,301.4
1979-08-21T00:00:00Z,298.62955,292.2,301.5
1979-08-22T00:00:00Z,298.65146,291.4,303.2
1979-08-23T00:00:00Z,298.72882,293.3,302.2
1979-08-24T00:00:00Z,298.65088,291.8,301.6
1979-08-25T00:00:00Z,299.13058,294,304.6
1979-08-26T00:00:00Z,296.5886,291.6,300.9
1979-08-27T00:00:00Z,297.1446,291.1,304.7
1979-08-28T00:00:00Z,299.97702,293.9,303.6
1979-08-29T00:00:00Z,300.33322,293.7,303.2
1979-08-30T00:00:00Z,301.01257,295.1,305.4
1979-08-31T00:00:00Z,296.83328,289.2,302.5
1979-09-01T00:00:00Z,300.85583,294.4,305
1979-09-02T00:00:00Z,300.93048,295.3,304.2
1979-09-03T00:00:00Z,300.07327,294.8,302.9
1979-09-04T00:00:00Z,299.53748,292.9,304
1979-09-05T00:00:00Z,301.25098,294.4,305.2
1979-09-06T00:00:00Z,297.41815,291.5,303.4
1979-09-07T00:00:00Z,295.63895,288.8,302.6
1979-09-08T00:00:00Z,290.3415,284.6,298.6
1979-09-09T00:00:00Z,290.9084,284.6,296.3
1979-09-10T00:00:00Z,294.28003,287,298.9
1979-09-11T00:00:00Z,291.00677,283.8,298.1
1979-09-12T00:00:00Z,294.29303,285.4,300.8
1979-09-13T00:00:00Z,294.58047,288.4,299.5
1979-09-14T00:00:00Z,295.4253,290.8,300.7
1979-09-15T00:00:00Z,291.35922,285.2,298
1979-09-16T00:00:00Z,292.24197,286.1,296.6
1979-09-17T00:00:00Z,295.87253,290.6,298.6
1979-09-18T00:00:00Z,296.54617,291.1,299.5
1979-09-19T00:00:00Z,290.249,286.1,297.7
1979-09-20T00:00:00Z,289.08078,281.8,294
1979-09-21T00:00:00Z,292.92078,287.4,297.5
1979-09-22T00:00:00Z,291.30264,285.3,297.8
1979-09-23T00:00:00Z,288.51785,282.1,294
1979-09-24T00:00:00Z,290.85068,284.7,294.2
1979-09-25T00:00:00Z,293.9652,287.1,297.2
1979-09-26T00:00:00Z,294.77344,287.8,299.7
1979-09-27T00:00:00Z,295.44592,289.4,298.5
1979-09-28T00:00:00Z,291.16513,286.2,297.1
1979-09-29T00:00:00Z,297.2065,291.6,299.8
1979-09-30T00:00:00Z,295.35617,288.4,299
1979-10-01T00:00:00Z,293.36923,286.5,298.3
1979-10-02T00:00:00Z,295.16412,289.9,298.2
1979-10-03T00:00:00Z,292.9791,287.8,297.5
1979-10-04T00:00:00Z,291.75748,287,295.2
1979-10-05T00:00:00Z,290.77927,284,297.4
1979-10-06T00:00:00Z,287.5934,282.6,292.9
1979-10-07T00:00:00Z,285.86658,280.9,292.7
1979-10-08T00:00:00Z,281.72824,275,288.9
1979-10-09T00:00:00Z,282.31165,273.4,293.6
1979-10-10T00:00:00Z,280.02365,272.9,285.1
1979-10-11T00:00:00Z,281.88425,275.3,286.7
1979-10-12T00:00:00Z,283.35928,276.5,291.9
1979-10-13T00:00:00Z,281.524,276.1,290.9
1979-10-14T00:00:00Z,279.80508,273.1,287.3
1979-10-15T00:00:00Z,282.4625,274.7,289.7
1979-10-16T00:00:00Z,284.038,275.4,290.2
1979-10-17T00:00:00Z,288.0703,282.8,292.3
1979-10-18T00:00:00Z,287.18723,280.5,292.4
1979-10-19T00:00:00Z,290.81305,282.6,296.4
1979-10-20T00:00:00Z,294.37518,287.9,298.6
1979-10-21T00:00:00Z,297.59885,290.4,300.4
1979-10-22T00:00:00Z,298.5101,290.5,301.2
1979-10-23T00:00:00Z,295.2098,288.6,299.5
1979-10-24T00:00:00Z,284.20874,278.1,291.8
1979-10-25T00:00:00Z,278.9482,273.7,286.2
1979-10-26T00:00:00Z,276.72437,270.9,285.9
1979-10-27T00:00:00Z,277.40488,270.7,282.5
1979-10-28T00:00:00Z,282.13748,273.4,289.4
1979-10-29T00:00:00Z,281.8507,276.1,288.4
1979-10-30T00:00:00Z,281.84534,275.8,286.4
1979-10-31T00:00:00Z,284.78613,278.9,291.7
1979-11-01T00:00:00Z,288.37195,282.4,292.3
1979-11-02T00:00:00Z,286.33685,281,292.8
1979-11-03T00:00:00Z,282.76083,277.6,291.7
1979-11-04T00:00:00Z,281.6139,276.1,286.7
1979-11-05T00:00:00Z,282.37637,276.1,286.1
1979-11-06T00:00:00Z,284.47598,278.5,288.8
1979-11-07T00:00:00Z,281.53357,276.9,288.5
1979-11-08T00:00:00Z,280.16815,274.9,285.9
1979-11-09T00:00:00Z,282.27722,276.7,289.3
1979-11-10T00:00:00Z,285.93054,280.7,292.6
1979-11-11T00:00:00Z,282.23068,276.8,289
1979-11-12T00:00:00Z,279.92258,275.1,286
1979-11-13T00:00:00Z,279.4491,275.1,285.6
1979-11-14T00:00:00Z,278.00024,273.4,284.8
1979-11-15T00:00:00Z,277.45474,271,283.5
1979-11-16T00:00:00Z,276.28302,270.5,284.3
1979-11-17T00:00:00Z,281.3664,274.3,286.6
1979-11-18T00:00:00Z,282.0182,273.5,287.8
1979-11-19T00:00:00Z,284.74707,277.1,290.6
1979-11-20T00:00:00Z,286.9897,278.7,291.9
1979-11-21T00:00:00Z,283.47168,277,289.9
1979-11-22T00:00:00Z,285.12024,280.6,290.4
1979-11-23T00:00:00Z,291.53244,286.2,294.5
1979-11-24T00:00:00Z,289.22946,281.5,294.9
1979-11-25T00:00:00Z,286.60376,281.1,293.9
1979-11-26T00:00:00Z,289.34476,283.9,293.2
1979-11-27T00:00:00Z,282.70978,278.2,287.6
1979-11-28T00:00:00Z,282.05234,277.5,289.1
1979-11-29T00:00:00Z,275.53598,270.2,285.1
1979-11-30T00:00:00Z,275.27448,269.8,279.6
1979-12-01T00:00:00Z,274.7878,269.5,279.9
1979-12-02T00:00:00Z,273.41302,268,279.3
1979-12-03T00:00:00Z,274.44138,269.3,280.3
1979-12-04T00:00:00Z,276.31598,271,280.5
1979-12-05T00:00:00Z,279.147,273.8,284.5
1979-12-06T00:00:00Z,281.6367,275.9,286.3
1979-12-07T00:00:00Z,279.0638,274.7,285.4
1979-12-08T00:00:00Z,278.24432,272.9,283.9
1979-12-09T00:00:00Z,274.18027,268,279.2
1979-12-10T00:00:00Z,276.1564,268.8,283.1
1979-12-11T00:00:00Z,282.04675,277,287.8
1979-12-12T00:00:00Z,283.05087,277.2,291
1979-12-13T00:00:00Z,275.45206,267.5,284.7
1979-12-14T00:00:00Z,272.25067,265.2,279.9
1979-12-15T00:00:00Z,273.59665,267.1,280.6
1979-12-16T00:00:00Z,277.85406,273.3,285.6
1979-12-17T00:00:00Z,273.24908,266.7,284.2
1979-12-18T00:00:00Z,267.652,257.6,273.9
1979-12-19T00:00:00Z,267.45636,259.4,276.1
1979-12-20T00:00:00Z,271.11517,263.6,277.1
1979-12-21T00:00:00Z,274.692,269.1,280
1979-12-22T00:00:00Z,276.86844,272.3,281.6
1979-12-23T00:00:00Z,278.70496,274.5,283.5
1979-12-24T00:00:00Z,281.1402,276.4,286.1
1979-12-25T00:00:00Z,282.7367,276.3,290.2
1979-12-26T00:00:00Z,278.12756,273.2,285.5
1979-12-27T00:00:00Z,275.24533,270.1,279.2
1979-12-28T00:00:00Z,275.19662,268.9,279.7
1979-12-29T00:00:00Z,277.2899,271.1,281.7
1979-12-30T00:00:00Z,276.14267,269,282
1979-12-31T00:00:00Z,271.7505,266.1,279.7
1980-01-01T00:00:00Z,275.17935,270.6,279.5
1980-01-02T00:00:00Z,274.7934,269,280.4
1980-01-03T00:00:00Z,270.59085,262.8,277
1980-01-04T00:00:00Z,269.5321,263.3,275.7
1980-01-05T00:00:00Z,269.4173,263.4,276.2
1980-01-06T00:00:00Z,268.83792,263.1,273.8
1980-01-07T00:00:00Z,274.27414,269.4,280.9
1980-01-08T00:00:00Z,271.08353,266.1,279.2
1980-01-09T00:00:00Z,269.49564,264.5,275.6
1980-01-10T00:00:00Z,270.27832,264.4,276.8
1980-01-11T00:00:00Z,279.80267,274.4,285.7
1980-01-12T00:00:00Z,278.25534,269.9,285.1
1980-01-13T00:00:00Z,273.1212,267.8,278.5
1980-01-14T00:00:00Z,277.0207,273.5,282.7
1980-01-15T00:00:00Z,277.3127,272.4,286.9
1980-01-16T00:00:00Z,276.13614,269,281.8
1980-01-17T00:00:00Z,277.25925,272,281
1980-01-18T00:00:00Z,278.58066,274,282.9
1980-01-19T00:00:00Z,276.39185,272.6,281.3
1980-01-20T00:00:00Z,273.44864,268.3,278.1
1980-01-21T00:00:00Z,270.46338,261.8,275.7
1980-01-22T00:00:00Z,274.26462,269.1,279.5
1980-01-23T00:00:00Z,273.9565,269.4,280
1980-01-24T00:00:00Z,265.12772,258.8,273.8
1980-01-25T00:00:00Z,267.25928,259.3,275
1980-01-26T00:00:00Z,269.29794,262.3,275.7
1980-01-27T00:00:00Z,271.15695,265.1,276.2
1980-01-28T00:00:00Z,270.60248,264.4,276.7
1980-01-29T00:00:00Z,268.08295,260.3,275
1980-01-30T00:00:00Z,264.7013,256.3,272.7
1980-01-31T00:00:00Z,262.659,256.8,271.1
1980-02-01T00:00:00Z,262.5454,256.7,271.4
1980-02-02T00:00:00Z,262.40414,255.3,271.7
1980-02-03T00:00:00Z,263.46216,257.1,272.2
1980-02-04T00:00:00Z,265.7916,260.5,273.5
1980-02-05T00:00:00Z,267.58118,262.4,273.9
1980-02-06T00:00:00Z,270.78915,266.1,277.2
1980-02-07T00:00:00Z,272.38644,268.1,278
1980-02-08T00:00:00Z,270.39487,266,277.4
1980-02-09T00:00:00Z,269.88065,265.1,276.3
1980-02-10T00:00:00Z,270.13788,265,276.2
1980-02-11T00:00:00Z,271.40698,267.1,276.8
1980-02-12T00:00:00Z,271.8612,267,277.2
1980-02-13T00:00:00Z,271.85593,266.6,276.6
1980-02-14T00:00:00Z,274.1414,268.9,278.7
1980-02-15T00:00:00Z,271.99542,266.2,278
1980-02-16T00:00:00Z,271.40454,266.6,279.7
1980-02-17T00:00:00Z,266.36014,260.3,274.9
1980-02-18T00:00:00Z,270.10535,266,276.2
1980-02-19T00:00:00Z,276.33694,272.9,281.7
1980-02-20T00:00:00Z,277.60956,273.8,283.6
1980-02-21T00:00:00Z,277.48947,273.5,284.6
1980-02-22T00:00:00Z,275.52124,268.7,281
1980-02-23T00:00:00Z,276.1122,270.6,284
1980-02-24T00:00:00Z,277.0125,272.5,284.9
1980-02-25T00:00:00Z,274.78116,269,280.6
1980-02-26T00:00:00Z,269.38715,260.5,278.1
1980-02-27T00:00:00Z,269.79633,263.3,276.9
1980-02-28T00:00:00Z,267.79227,262.6,276.2
1980-02-29T00:00:00Z,261.99347,255.4,275.4
1980-03-01T00:00:00Z,262.95703,257.5,272.9
1980-03-02T00:00:00Z,263.98752,259.7,273.6
1980-03-03T00:00:00Z,271.72147,267.1,278.2
1980-03-04T00:00:00Z,276.44565,271.8,282.4
1980-03-05T00:00:00Z,277.43045,273.4,282
1980-03-06T00:00:00Z,275.14008,271.1,281.9
1980-03-07T00:00:00Z,278.32434,272.7,286.6
1980-03-08T00:00:00Z,278.40808,272.6,291.2
1980-03-09T00:00:00Z,276.18823,271.5,286.1
1980-03-10T00:00:00Z,280.65338,275.4,285.5
1980-03-11T00:00:00Z,277.6221,272.9,282.7
1980-03-12T00:00:00Z,268.29126,260.8,278.2
1980-03-13T00:00:00Z,273.53897,268.5,280.6
1980-03-14T00:00:00Z,274.6366,269.6,281.9
1980-03-15T00:00:00Z,272.12692,266.1,279.1
1980-03-16T00:00:00Z,275.67856,270.4,281.5
1980-03-17T00:00:00Z,280.52768,275.3,286.5
1980-03-18T00:00:00Z,280.2571,275.7,288.1
1980-03-19T00:00:00Z,280.90506,273.7,286.3
1980-03-20T00:00:00Z,286.1862,277.4,291.8
1980-03-21T00:00:00Z,284.60626,277.6,290.3
1980-03-22T00:00:00Z,278.70435,271.6,283.9
1980-03-23T00:00:00Z,281.29733,276,287.6
1980-03-24T00:00:00Z,280.37997,275.9,284.4
1980-03-25T00:00:00Z,279.3155,274.1,283.1
1980-03-26T00:00:00Z,279.92255,274.8,284.6
1980-03-27T00:00:00Z,282.08817,276.6,285.8
1980-03-28T00:00:00Z,286.31586,279.3,290.6
1980-03-29T00:00:00Z,282.6676,276.8,287.1
1980-03-30T00:00:00Z,282.7208,277,287.6
1980-03-31T00:00:00Z,282.31805,276.8,285.9
1980-04-01T00:00:00Z,284.89532,279,288.3
1980-04-02T00:00:00Z,283.36734,277.9,286.5
1980-04-03T00:00:00Z,285.06116,278,290.8
1980-04-04T00:00:00Z,286.93973,278.1,293.3
1980-04-05T00:00:00Z,283.90488,278,288.2
1980-04-06T00:00:00Z,284.61307,276.6,290.8
1980-04-07T00:00:00Z,289.21878,281.9,296.5
1980-04-08T00:00:00Z,287.87866,280.3,294.6
1980-04-09T00:00:00Z,287.8359,282,291.9
1980-04-10T00:00:00Z,288.83258,280.1,295
1980-04-11T00:00:00Z,284.72922,279.1,292.7
1980-04-12T00:00:00Z,286.728,280.3,295.1
1980-04-13T00:00:00Z,284.05618,279.3,293.2
1980-04-14T00:00:00Z,282.75928,276.7,288.1
1980-04-15T00:00:00Z,285.27173,278.9,295
1980-04-16T00:00:00Z,278.84238,273.9,288
1980-04-17T00:00:00Z,281.3056,275.1,287.3
1980-04-18T00:00:00Z,284.52032,277.2,290
1980-04-19T00:00:00Z,289.55798,281.8,294.1
1980-04-20T00:00:00Z,292.83105,285.1,297.9
1980-04-21T00:00:00Z,287.1665,278.7,294.5
1980-04-22T00:00:00Z,284.30243,275.3,292.9
1980-04-23T00:00:00Z,288.2366,279.5,293
1980-04-24T00:00:00Z,290.72278,283.8,295
1980-04-25T00:00:00Z,289.71933,279.1,294.5
1980-04-26T00:00:00Z,288.0364,283.2,293.5
1980-04-27T00:00:00Z,286.79242,281.1,292.4
1980-04-28T00:00:00Z,284.61172,280,288.6
1980-04-29T00:00:00Z,286.53036,281.1,291.5
1980-04-30T00:00:00Z,292.99716,287.1,297.6
1980-05-01T00:00:00Z,294.77414,287.6,298.9
1980-05-02T00:00:00Z,294.02905,286.6,298.4
1980-05-03T00:00:00Z,297.4714,289.5,301.9
1980-05-04T00:00:00Z,290.57336,282.2,296.6
1980-05-05T00:00:00Z,295.3732,284.8,302.3
1980-05-06T00:00:00Z,295.79218,289.4,302.9
1980-05-07T00:00:00Z,292.2139,284.9,298.8
1980-05-08T00:00:00Z,285.8706,281.2,292.7
1980-05-09T00:00:00Z,285.12292,280.5,293.3
1980-05-10T00:00:00Z,289.1223,283,293.2
1980-05-11T00:00:00Z,292.3534,285.1,297.2
1980-05-12T00:00:00Z,293.41074,287.9,301.9
1980-05-13T00:00:00Z,293.24588,285.1,303.1
1980-05-14T00:00:00Z,289.7307,282.6,299.7
1980-05-15T00:00:00Z,287.04755,282.1,294.7
1980-05-16T00:00:00Z,291.383,286.7,295.1
1980-05-17T00:00:00Z,294.36703,287.8,298.4
1980-05-18T00:00:00Z,292.2399,286.3,296.2
1980-05-19T00:00:00Z,295.40512,290.1,302.2
1980-05-20T00:00:00Z,296.47748,291.5,299.7
1980-05-21T00:00:00Z,296.00098,287.9,300.4
