TIMESTEP,MEAN(K),MINIMUM(K),MAXIMUM(K)
2007-08-02T00:00:00Z,290.95056,286.7,295.7
2007-08-03T00:00:00Z,291.85336,288.1,295.7
2007-08-04T00:00:00Z,287.7778,280.5,297.5
2007-08-05T00:00:00Z,285.41275,278.1,294.5
2007-08-06T00:00:00Z,287.2793,281.1,294.8
2007-08-07T00:00:00Z,290.56488,286,296.4
2007-08-08T00:00:00Z,291.73578,284.3,298.1
2007-08-09T00:00:00Z,288.606,280.7,295.5
2007-08-10T00:00:00Z,286.71213,279.2,293.6
2007-08-11T00:00:00Z,284.72128,278.5,291
2007-08-12T00:00:00Z,288.22833,283.5,292.7
2007-08-13T00:00:00Z,285.5702,279.3,294.7
2007-08-14T00:00:00Z,282.7245,275.9,291.9
2007-08-15T00:00:00Z,284.65253,280.3,292.2
2007-08-16T00:00:00Z,287.22256,280.5,294.5
2007-08-17T00:00:00Z,284.8431,278.7,295.8
2007-08-18T00:00:00Z,280.78674,274.2,290.2
2007-08-19T00:00:00Z,281.8428,276.6,289.7
2007-08-20T00:00:00Z,282.39923,275.7,290.3
2007-08-21T00:00:00Z,282.56378,277,289.8
2007-08-22T00:00:00Z,283.61826,277.7,290.2
2007-08-23T00:00:00Z,286.54486,280.1,295.4
2007-08-24T00:00:00Z,290.918,285.3,297.1
2007-08-25T00:00:00Z,292.07568,287.3,296.4
2007-08-26T00:00:00Z,287.3952,280.6,297.4
2007-08-27T00:00:00Z,285.82574,279,294.1
2007-08-28T00:00:00Z,287.02975,281.3,292.3
2007-08-29T00:00:00Z,288.0516,282.6,293.9
2007-08-30T00:00:00Z,288.1582,282.8,294.1
2007-08-31T00:00:00Z,284.50916,278.7,294.1
2007-09-01T00:00:00Z,281.79858,275,291.7
2007-09-02T00:00:00Z,280.04883,273.7,289.4
2007-09-03T00:00:00Z,282.94153,278.4,290.9
2007-09-04T00:00:00Z,283.9813,275.5,293.6
2007-09-05T00:00:00Z,282.9453,274.8,290.8
2007-09-06T00:00:00Z,284.89243,277.3,292.3
2007-09-07T00:00:00Z,289.08716,283.7,295.3
2007-09-08T00:00:00Z,289.79596,283.6,295.5
2007-09-09T00:00:00Z,287.082,281,295.3
2007-09-10T00:00:00Z,285.7384,279.5,296.3
2007-09-11T00:00:00Z,285.25616,279.6,295.7
2007-09-12T00:00:00Z,281.70004,275.8,290.7
2007-09-13T00:00:00Z,281.48514,275,288.6
2007-09-14T00:00:00Z,282.98816,278,292.5
2007-09-15T00:00:00Z,278.1198,271.3,286.9
2007-09-16T00:00:00Z,276.65717,269.4,285.3
2007-09-17T00:00:00Z,277.55005,272,286.2
2007-09-18T00:00:00Z,279.97437,273.8,286.9
2007-09-19T00:00:00Z,279.87802,274.9,287.7
2007-09-20T00:00:00Z,282.7528,278.3,289.5
2007-09-21T00:00:00Z,286.29236,279.9,291.9
2007-09-22T00:00:00Z,285.48886,281.2,291.1
2007-09-23T00:00:00Z,281.68466,277,290.2
2007-09-24T00:00:00Z,281.5741,276.5,288.4
2007-09-25T00:00:00Z,283.22665,279.3,289.8
2007-09-26T00:00:00Z,289.3419,284.6,293.6
2007-09-27T00:00:00Z,287.89398,282.8,294.4
2007-09-28T00:00:00Z,282.06015,276,289.8
2007-09-29T00:00:00Z,280.14886,273.1,287.3
2007-09-30T00:00:00Z,279.3306,272.9,287.7
2007-10-01T00:00:00Z,281.33948,277.4,288.6
2007-10-02T00:00:00Z,281.8249,277.2,288
2007-10-03T00:00:00Z,285.67474,280.9,290.2
2007-10-04T00:00:00Z,284.99448,279.7,292.4
2007-10-05T00:00:00Z,285.45364,279.5,292.6
2007-10-06T00:00:00Z,286.91116,281,292.4
2007-10-07T00:00:00Z,286.09906,277.7,293.6
2007-10-08T00:00:00Z,286.01517,276.8,294.2
2007-10-09T00:00:00Z,284.34277,277.4,291.4
2007-10-10T00:00:00Z,282.211,276.4,291.7
2007-10-11T00:00:00Z,280.89963,276.1,288.7
2007-10-12T00:00:00Z,275.5466,268.8,283.8
2007-10-13T00:00:00Z,274.61057,268.1,282.8
2007-10-14T00:00:00Z,276.8114,269,284.7
2007-10-15T00:00:00Z,277.9609,270.4,284.6
2007-10-16T00:00:00Z,277.15326,268.8,286.8
2007-10-17T00:00:00Z,280.12482,272.4,288.6
2007-10-18T00:00:00Z,282.95645,277.3,289.3
2007-10-19T00:00:00Z,286.64957,282.1,293.5
2007-10-20T00:00:00Z,281.55823,276.4,287.8
2007-10-21T00:00:00Z,279.88873,276,287.1
2007-10-22T00:00:00Z,281.80957,278.2,287.6
2007-10-23T00:00:00Z,281.83704,276.6,290.4
2007-10-24T00:00:00Z,279.26443,273.3,288.9
2007-10-25T00:00:00Z,276.4712,270.6,286
2007-10-26T00:00:00Z,275.98416,270.4,286.6
2007-10-27T00:00:00Z,280.41785,275.5,288.9
2007-10-28T00:00:00Z,273.61,266.1,281
2007-10-29T00:00:00Z,272.0433,264,279.7
2007-10-30T00:00:00Z,274.175,270.2,282.1
2007-10-31T00:00:00Z,276.0069,272.1,283.8
2007-11-01T00:00:00Z,275.4296,268.8,283.2
2007-11-02T00:00:00Z,271.89795,264.7,279.7
2007-11-03T00:00:00Z,271.235,266.7,280.8
2007-11-04T00:00:00Z,271.89456,266.9,280.4
2007-11-05T00:00:00Z,273.7686,268.6,280.9
2007-11-06T00:00:00Z,273.293,268,279.1
2007-11-07T00:00:00Z,271.31897,265.1,277.1
2007-11-08T00:00:00Z,270.52728,263.7,276.7
2007-11-09T00:00:00Z,271.12625,265.5,277.1
2007-11-10T00:00:00Z,269.89682,262.8,275.5
2007-11-11T00:00:00Z,268.6881,262.1,274.5
2007-11-12T00:00:00Z,271.32257,265.1,278
2007-11-13T00:00:00Z,274.56433,268.6,281.9
2007-11-14T00:00:00Z,273.75238,267.7,280.4
2007-11-15T00:00:00Z,274.50223,269,281.1
2007-11-16T00:00:00Z,269.54874,262.2,275.4
2007-11-17T00:00:00Z,268.9866,261.7,275.3
2007-11-18T00:00:00Z,268.56152,260.6,277.6
2007-11-19T00:00:00Z,268.28073,260.7,279
2007-11-20T00:00:00Z,271.14923,264,279
2007-11-21T00:00:00Z,273.00888,265.6,281.5
2007-11-22T00:00:00Z,269.46753,262,282.7
2007-11-23T00:00:00Z,265.11456,256,273.1
2007-11-24T00:00:00Z,264.37247,255.3,271.8
2007-11-25T00:00:00Z,267.41507,262.3,275
2007-11-26T00:00:00Z,270.658,265.2,278.2
2007-11-27T00:00:00Z,270.7795,265,279.8
2007-11-28T00:00:00Z,267.90775,261,275.3
2007-11-29T00:00:00Z,268.97018,263.5,277.4
2007-11-30T00:00:00Z,268.7642,263.6,274.6
2007-12-01T00:00:00Z,261.61453,252.5,270.1
2007-12-02T00:00:00Z,261.81482,253.6,269.8
2007-12-03T00:00:00Z,266.10583,257.9,275.3
2007-12-04T00:00:00Z,264.874,257.2,272.5
2007-12-05T00:00:00Z,262.34216,254.9,272.1
2007-12-06T00:00:00Z,259.9137,252.5,269.4
2007-12-07T00:00:00Z,263.74524,258.8,271.9
2007-12-08T00:00:00Z,266.5181,258.5,275.1
2007-12-09T00:00:00Z,265.60876,256.2,273.6
2007-12-10T00:00:00Z,268.19547,259.3,275.9
2007-12-11T00:00:00Z,267.78015,259.5,275.1
2007-12-12T00:00:00Z,266.00296,255.6,274.6
2007-12-13T00:00:00Z,264.05048,252,272.9
2007-12-14T00:00:00Z,264.77277,256.3,274.5
2007-12-15T00:00:00Z,259.3658,249.9,271.5
2007-12-16T00:00:00Z,262.4546,255.1,274.2
2007-12-17T00:00:00Z,261.0747,251.7,270.4
2007-12-18T00:00:00Z,260.74664,252.1,271
2007-12-19T00:00:00Z,264.40546,257.7,274
2007-12-20T00:00:00Z,267.594,262.2,274.9
2007-12-21T00:00:00Z,266.70856,261.3,274
2007-12-22T00:00:00Z,268.6353,262.5,276.7
2007-12-23T00:00:00Z,272.18796,267.9,279.8
2007-12-24T00:00:00Z,269.6596,264,276
2007-12-25T00:00:00Z,269.42984,263,275
2007-12-26T00:00:00Z,268.1224,261.1,274.7
2007-12-27T00:00:00Z,270.64407,264.2,276.8
2007-12-28T00:00:00Z,270.40933,265.9,276.1
2007-12-29T00:00:00Z,271.36038,266.7,277.3
2007-12-30T00:00:00Z,270.03815,265.2,275.1
2007-12-31T00:00:00Z,267.617,259.9,275.9
2008-01-01T00:00:00Z,266.68237,259,276
2008-01-02T00:00:00Z,255.67229,245.2,266.7
2008-01-03T00:00:00Z,254.254,244.3,263.9
2008-01-04T00:00:00Z,257.36365,246.3,268.1
2008-01-05T00:00:00Z,264.15427,254.4,274
2008-01-06T00:00:00Z,270.6482,263.7,276.6
2008-01-07T00:00:00Z,272.67575,263.4,279.5
2008-01-08T00:00:00Z,277.2777,267.5,284.8
2008-01-09T00:00:00Z,271.25015,265.2,279.6
2008-01-10T00:00:00Z,269.86737,263.4,276.9
2008-01-11T00:00:00Z,271.09537,265,280
2008-01-12T00:00:00Z,270.42435,264.7,278
2008-01-13T00:00:00Z,269.43158,263.3,276.2
2008-01-14T00:00:00Z,269.09738,262.3,276.8
2008-01-15T00:00:00Z,267.38995,259.8,274.8
2008-01-16T00:00:00Z,264.69452,257.8,272.3
2008-01-17T00:00:00Z,264.08237,257.4,272.1
2008-01-18T00:00:00Z,266.2208,260.1,275.1
2008-01-19T00:00:00Z,263.54144,258.7,272.8
2008-01-20T00:00:00Z,259.3676,253,267.2
2008-01-21T00:00:00Z,259.06613,252.4,266.2
2008-01-22T00:00:00Z,261.80743,255,268.9
2008-01-23T00:00:00Z,263.64,257.1,271.9
2008-01-24T00:00:00Z,260.5733,251.9,270.9
2008-01-25T00:00:00Z,259.7338,251.8,267.7
2008-01-26T00:00:00Z,261.89044,256.9,269.4
2008-01-27T00:00:00Z,265.135,259.2,273.5
2008-01-28T00:00:00Z,264.45236,258.2,271.4
2008-01-29T00:00:00Z,266.0121,259.8,272.9
2008-01-30T00:00:00Z,263.13528,257.2,273
2008-01-31T00:00:00Z,261.65268,256.6,270.2
2008-02-01T00:00:00Z,264.7506,258.4,272.4
2008-02-02T00:00:00Z,266.84885,261.4,274.3
2008-02-03T00:00:00Z,266.04184,260.6,273.2
2008-02-04T00:00:00Z,267.6356,261.4,274.3
2008-02-05T00:00:00Z,271.1323,265.5,277
2008-02-06T00:00:00Z,269.56915,261.4,280.2
2008-02-07T00:00:00Z,265.54025,257.1,277.3
2008-02-08T00:00:00Z,264.76385,255.6,274.9
2008-02-09T00:00:00Z,267.20016,257.8,273.9
2008-02-10T00:00:00Z,257.6613,252.5,268.1
2008-02-11T00:00:00Z,256.6264,249.7,264.5
2008-02-12T00:00:00Z,257.66757,246.9,265.5
2008-02-13T00:00:00Z,263.95615,257.7,274.7
2008-02-14T00:00:00Z,261.85443,254.5,272.4
2008-02-15T00:00:00Z,262.54498,253.7,273.1
2008-02-16T00:00:00Z,259.13297,248.1,270.6
2008-02-17T00:00:00Z,261.89615,253.8,271.5
2008-02-18T00:00:00Z,270.39603,264.3,279.2
2008-02-19T00:00:00Z,264.58105,258.5,272.6
2008-02-20T00:00:00Z,262.1634,255.2,270.8
2008-02-21T00:00:00Z,260.36188,252.8,269
2008-02-22T00:00:00Z,262.36234,254.4,269.7
2008-02-23T00:00:00Z,263.2585,256.8,271.8
2008-02-24T00:00:00Z,262.20425,255.9,268.8
2008-02-25T00:00:00Z,263.3162,258.7,271.7
2008-02-26T00:00:00Z,267.2825,262.7,273.4
2008-02-27T00:00:00Z,259.75226,252.8,269.9
2008-02-28T00:00:00Z,256.09735,247,266.3
2008-02-29T00:00:00Z,256.78244,245.8,266.9
2008-03-01T00:00:00Z,265.50052,257,273.9
2008-03-02T00:00:00Z,263.0361,257.3,271.6
2008-03-03T00:00:00Z,266.4891,259.4,274
2008-03-04T00:00:00Z,270.454,263.9,278.1
2008-03-05T00:00:00Z,266.85248,260.3,276.5
2008-03-06T00:00:00Z,265.9003,259.1,274.7
2008-03-07T00:00:00Z,268.79697,262.4,275.6
2008-03-08T00:00:00Z,268.28787,262.1,280.5
2008-03-09T00:00:00Z,262.49237,254.8,273.1
2008-03-10T00:00:00Z,260.64673,251.6,272.5
2008-03-11T00:00:00Z,262.29944,251.7,276.3
2008-03-12T00:00:00Z,265.8387,258.9,275.7
2008-03-13T00:00:00Z,264.0954,254.4,273.9
2008-03-14T00:00:00Z,270.1652,264.4,276.9
2008-03-15T00:00:00Z,271.71906,265.5,279.9
2008-03-16T00:00:00Z,267.93637,261.1,277.3
2008-03-17T00:00:00Z,265.3411,258.2,274.1
2008-03-18T00:00:00Z,268.09567,261.9,275.2
2008-03-19T00:00:00Z,271.57367,265.2,278.3
2008-03-20T00:00:00Z,269.38232,262.2,277.7
2008-03-21T00:00:00Z,265.04062,256,274.9
2008-03-22T00:00:00Z,263.5684,254.5,274.5
2008-03-23T00:00:00Z,262.95938,254.1,273.3
2008-03-24T00:00:00Z,264.62537,255.2,274.9
2008-03-25T00:00:00Z,264.82324,257.2,274.1
2008-03-26T00:00:00Z,270.9751,265.3,278
2008-03-27T00:00:00Z,270.64752,264.6,279.9
2008-03-28T00:00:00Z,268.64264,261.1,279.4
2008-03-29T00:00:00Z,264.94977,257.8,273.7
2008-03-30T00:00:00Z,264.00854,256,272.7
2008-03-31T00:00:00Z,269.769,263.6,276.3
2008-04-01T00:00:00Z,274.11523,269.1,284.6
2008-04-02T00:00:00Z,267.35254,260.3,276.6
2008-04-03T00:00:00Z,267.03665,261.1,276.1
2008-04-04T00:00:00Z,272.05032,266.9,278.9
2008-04-05T00:00:00Z,273.8786,267.7,284.9
2008-04-06T00:00:00Z,272.66382,266.7,280.8
2008-04-07T00:00:00Z,273.20105,266.6,279.4
2008-04-08T00:00:00Z,274.80228,267.6,282.2
2008-04-09T00:00:00Z,276.3559,269.9,282.1
2008-04-10T00:00:00Z,274.95938,268.1,283.3
2008-04-11T00:00:00Z,275.09128,267.4,285.4
2008-04-12T00:00:00Z,275.77786,268.8,285.3
2008-04-13T00:00:00Z,271.29474,264.7,281.4
2008-04-14T00:00:00Z,270.52588,264.4,277.9
2008-04-15T00:00:00Z,270.60226,264.9,278.7
2008-04-16T00:00:00Z,272.25568,267.4,279
2008-04-17T00:00:00Z,275.2538,271,280.6
2008-04-18T00:00:00Z,279.26202,274.2,284.8
2008-04-19T00:00:00Z,281.553,276.9,286.4
2008-04-20T00:00:00Z,280.80823,275.2,288.1
2008-04-21T00:00:00Z,280.0542,274.6,286.7
2008-04-22T00:00:00Z,280.45642,275.8,286.6
2008-04-23T00:00:00Z,281.84558,277.6,286.6
2008-04-24T00:00:00Z,279.84842,274.2,287.5
2008-04-25T00:00:00Z,278.09625,272.6,284.4
2008-04-26T00:00:00Z,281.36023,275.1,286.1
2008-04-27T00:00:00Z,278.8152,272.9,283.2
2008-04-28T00:00:00Z,276.77478,272.4,282.4
2008-04-29T00:00:00Z,273.18573,267.5,281.5
2008-04-30T00:00:00Z,272.60675,267.4,280.6
2008-05-01T00:00:00Z,273.14136,267.4,280.6
2008-05-02T00:00:00Z,277.4748,270.2,284.6
2008-05-03T00:00:00Z,281.02966,272.6,287.6
2008-05-04T00:00:00Z,277.33725,272.4,284.6
2008-05-05T00:00:00Z,275.07538,269.1,285.2
2008-05-06T00:00:00Z,278.22156,272.8,284
2008-05-07T00:00:00Z,278.9632,271.8,286.3
2008-05-08T00:00:00Z,279.87918,273.4,291.4
2008-05-09T00:00:00Z,277.55484,271,285.2
2008-05-10T00:00:00Z,278.3167,274.1,284.2
2008-05-11T00:00:00Z,277.7498,271.9,284.8
2008-05-12T00:00:00Z,278.4224,272.4,284.1
2008-05-13T00:00:00Z,278.4564,273.5,282.5
2008-05-14T00:00:00Z,280.10965,276,284.4
2008-05-15T00:00:00Z,280.69623,274.1,287.3
2008-05-16T00:00:00Z,279.1139,272.8,286.1
2008-05-17T00:00:00Z,277.6232,272.9,285.3
2008-05-18T00:00:00Z,277.406,272.1,287.2
2008-05-19T00:00:00Z,275.72217,271.3,282.8
2008-05-20T00:00:00Z,274.31485,269.7,281.6
2008-05-21T00:00:00Z,276.64496,271.5,283.2
2008-05-22T00:00:00Z,276.66287,270.4,283.8
2008-05-23T00:00:00Z,277.3836,272.8,282.3
2008-05-24T00:00:00Z,278.77612,273.9,283.9
2008-05-25T00:00:00Z,277.40286,272.6,284.6
2008-05-26T00:00:00Z,281.5538,277.1,285.3
2008-05-27T00:00:00Z,278.48364,272.3,292.4
2008-05-28T00:00:00Z,274.95343,269,285.4
2008-05-29T00:00:00Z,275.47705,270.7,284.4
2008-05-30T00:00:00Z,279.38617,275,285.7
2008-05-31T00:00:00Z,285.1846,278,291.4
2008-06-01T00:00:00Z,283.00363,278,292.7
2008-06-02T00:00:00Z,281.81454,277,287.4
2008-06-03T00:00:00Z,283.78656,279.7,288.4
2008-06-04T00:00:00Z,286.10175,279.7,290.7
2008-06-05T00:00:00Z,285.7953,279.1,292.1
2008-06-06T00:00:00Z,289.41364,282.8,296.7
2008-06-07T00:00:00Z,291.8795,285.3,295.9
2008-06-08T00:00:00Z,291.6365,286.6,298.1
2008-06-09T00:00:00Z,293.01877,287.8,298.5
2008-06-10T00:00:00Z,290.77686,284.3,297.6
2008-06-11T00:00:00Z,286.41074,282.1,295.4
2008-06-12T00:00:00Z,285.18097,278.5,292.1
2008-06-13T00:00:00Z,285.94058,279,293.6
2008-06-14T00:00:00Z,289.69403,284.9,294
2008-06-15T00:00:00Z,287.9836,283.3,294
2008-06-16T00:00:00Z,286.50903,281.2,291.8
2008-06-17T00:00:00Z,282.37042,276.5,291.3
2008-06-18T00:00:00Z,281.2167,275.2,289.4
2008-06-19T00:00:00Z,281.439,275.4,290.2
2008-06-20T00:00:00Z,283.7667,277.6,292.2
2008-06-21T00:00:00Z,285.11624,278.1,293.2
2008-06-22T00:00:00Z,287.75894,282.9,292.1
2008-06-23T00:00:00Z,287.76266,282.1,294.6
2008-06-24T00:00:00Z,286.0243,280.3,292.7
2008-06-25T00:00:00Z,284.79123,280.7,291.5
2008-06-26T00:00:00Z,288.16263,282.9,292.9
2008-06-27T00:00:00Z,290.43427,283.5,296.8
2008-06-28T00:00:00Z,289.96893,284,296.9
2008-06-29T00:00:00Z,290.6549,285.7,296.7
2008-06-30T00:00:00Z,287.70453,282.9,296.7
2008-07-01T00:00:00Z,286.77106,281,296
2008-07-02T00:00:00Z,284.95255,279.3,294.2
2008-07-03T00:00:00Z,285.96936,279.5,292.5
2008-07-04T00:00:00Z,285.0488,278.3,295.7
2008-07-05T00:00:00Z,285.41327,279.5,295.1
2008-07-06T00:00:00Z,286.70547,281.1,293.5
2008-07-07T00:00:00Z,290.42355,285.8,295.2
2008-07-08T00:00:00Z,290.50723,285.9,297
2008-07-09T00:00:00Z,291.26416,286.8,296.8
2008-07-10T00:00:00Z,286.21814,280.5,294.5
2008-07-11T00:00:00Z,285.07474,279,292.2
2008-07-12T00:00:00Z,288.07516,281.2,294.7
2008-07-13T00:00:00Z,289.6393,285.2,293.4
2008-07-14T00:00:00Z,287.3887,281.8,295.7
2008-07-15T00:00:00Z,286.25366,281.2,292.7
2008-07-16T00:00:00Z,286.98398,281.3,294
2008-07-17T00:00:00Z,290.64352,285,295
2008-07-18T00:00:00Z,291.66663,285.1,297
2008-07-19T00:00:00Z,291.4009,287,296.7
2008-07-20T00:00:00Z,291.30978,284.1,297.3
2008-07-21T00:00:00Z,289.5996,282,298.2
2008-07-22T00:00:00Z,288.90698,282.4,297.3
2008-07-23T00:00:00Z,288.89526,282.8,297.7
2008-07-24T00:00:00Z,287.4147,279.6,295.4
2008-07-25T00:00:00Z,285.93088,281.6,294.1
2008-07-26T00:00:00Z,287.37546,282.6,293.5
2008-07-27T00:00:00Z,289.5652,283.6,296.4
2008-07-28T00:00:00Z,288.21777,282.6,295.5
2008-07-29T00:00:00Z,288.74582,282.1,295.3
2008-07-30T00:00:00Z,287.3745,281.2,295.1
2008-07-31T00:00:00Z,289.97305,284.5,297.3
2008-08-01T00:00:00Z,288.1213,283.3,294.7
2008-08-02T00:00:00Z,287.58002,282.1,296.3
2008-08-03T00:00:00Z,286.27112,281.1,293.4
2008-08-04T00:00:00Z,287.01248,281.7,291.8
2008-08-05T00:00:00Z,288.49637,282.2,294.9
2008-08-06T00:00:00Z,288.9946,282.1,295.8
2008-08-07T00:00:00Z,286.9599,280.9,295.2
2008-08-08T00:00:00Z,285.53723,280,292.6
2008-08-09T00:00:00Z,284.20813,279.5,290
2008-08-10T00:00:00Z,285.94003,280.4,293.1
2008-08-11T00:00:00Z,285.17026,279.7,292.2
2008-08-12T00:00:00Z,284.6679,279.3,289.6
2008-08-13T00:00:00Z,285.9988,280.5,291.2
2008-08-14T00:00:00Z,286.1336,278.8,294
2008-08-15T00:00:00Z,286.79608,280.3,294
2008-08-16T00:00:00Z,285.16037,280.3,293.1
2008-08-17T00:00:00Z,285.04263,281.1,290.9
2008-08-18T00:00:00Z,287.909,283,292.8
2008-08-19T00:00:00Z,281.8886,276.6,291.2
2008-08-20T00:00:00Z,280.1591,275.3,288.1
2008-08-21T00:00:00Z,283.15976,278.5,289
2008-08-22T00:00:00Z,286.71402,282.9,291.9
2008-08-23T00:00:00Z,287.15033,281.6,291.9
2008-08-24T00:00:00Z,288.68573,283.4,292.3
2008-08-25T00:00:00Z,282.9702,276.6,295.1
2008-08-26T00:00:00Z,280.7246,275.2,289.4
2008-08-27T00:00:00Z,281.90765,277.4,288.5
2008-08-28T00:00:00Z,285.5416,281.8,290.5
2008-08-29T00:00:00Z,286.6753,282.1,292
2008-08-30T00:00:00Z,287.01505,283.1,291.4
2008-08-31T00:00:00Z,284.95486,280.5,292.8
2008-09-01T00:00:00Z,284.74274,279.5,291
2008-09-02T00:00:00Z,286.41745,282.5,291
2008-09-03T00:00:00Z,288.6575,285,293.7
2008-09-04T00:00:00Z,289.09583,284.8,294.7
2008-09-05T00:00:00Z,289.68097,285.6,295.2
2008-09-06T00:00:00Z,287.90848,282.7,296.9
2008-09-07T00:00:00Z,284.41458,279.4,293.4
2008-09-08T00:00:00Z,282.72986,277.4,291
2008-09-09T00:00:00Z,283.35803,276.8,292.4
2008-09-10T00:00:00Z,280.6159,274.6,289.9
2008-09-11T00:00:00Z,281.73218,273.9,288.8
2008-09-12T00:00:00Z,284.58896,278.9,291.4
2008-09-13T00:00:00Z,286.2165,280.3,294.4
2008-09-14T00:00:00Z,289.82825,284.7,295.3
2008-09-15T00:00:00Z,282.14682,275.5,292.1
2008-09-16T00:00:00Z,280.62494,274.1,289.1
2008-09-17T00:00:00Z,280.51828,274,291
2008-09-18T00:00:00Z,277.91745,270.4,288
2008-09-19T00:00:00Z,275.71085,269.3,286.4
2008-09-20T00:00:00Z,279.30475,272.6,286.7
2008-09-21T00:00:00Z,280.82416,275.6,287.4
2008-09-22T00:00:00Z,279.52652,273,289.5
2008-09-23T00:00:00Z,278.0503,271.8,287.1
2008-09-24T00:00:00Z,281.80502,277.5,287
2008-09-25T00:00:00Z,282.26352,277.5,288
2008-09-26T00:00:00Z,281.2202,276,290.1
2008-09-27T00:00:00Z,284.96564,280.1,293.5
2008-09-28T00:00:00Z,285.9772,281.5,292.5
2008-09-29T00:00:00Z,282.63498,277,292.2
2008-09-30T00:00:00Z,280.30472,275.4,289.6
2008-10-01T00:00:00Z,280.66266,275.9,290
2008-10-02T00:00:00Z,276.7849,270.9,286.2
2008-10-03T00:00:00Z,275.94492,271.2,284.4
2008-10-04T00:00:00Z,274.99524,270.1,283.5
2008-10-05T00:00:00Z,277.3483,270.9,284.3
2008-10-06T00:00:00Z,274.61322,269.6,282.7
2008-10-07T00:00:00Z,272.63864,268.1,280.6
2008-10-08T00:00:00Z,274.26672,270.4,283.2
2008-10-09T00:00:00Z,280.5005,273.7,288.6
2008-10-10T00:00:00Z,278.45303,274.1,287.6
2008-10-11T00:00:00Z,278.11972,272.3,284.6
2008-10-12T00:00:00Z,279.06787,273.6,284.8
2008-10-13T00:00:00Z,281.8737,277.4,286.5
2008-10-14T00:00:00Z,281.84854,278.2,287.3
2008-10-15T00:00:00Z,279.39304,274.4,288.8
2008-10-16T00:00:00Z,278.86987,272.6,288
2008-10-17T00:00:00Z,273.71774,267.4,283.1
2008-10-18T00:00:00Z,272.36926,266.6,282.6
2008-10-19T00:00:00Z,272.6598,266.7,279.7
2008-10-20T00:00:00Z,272.4329,267,279.8
2008-10-21T00:00:00Z,273.48413,269.4,281.7
2008-10-22T00:00:00Z,271.5612,266.3,279.5
2008-10-23T00:00:00Z,269.7366,264.6,277.3
2008-10-24T00:00:00Z,270.28864,266.6,278.5
2008-10-25T00:00:00Z,275.74237,270.7,283.7
2008-10-26T00:00:00Z,275.1755,271.2,283.7
2008-10-27T00:00:00Z,274.9296,271.4,283.2
2008-10-28T00:00:00Z,271.1712,265.3,280.1
2008-10-29T00:00:00Z,269.716,263.4,277.8
2008-10-30T00:00:00Z,268.6883,263.1,276.2
2008-10-31T00:00:00Z,270.8777,264.9,279.1
2008-11-01T00:00:00Z,272.08084,264.9,282.1
2008-11-02T00:00:00Z,269.6687,263.6,278.6
2008-11-03T00:00:00Z,272.03815,267.2,280.3
2008-11-04T00:00:00Z,277.4005,271.8,282.4
2008-11-05T00:00:00Z,279.61227,276,286.3
2008-11-06T00:00:00Z,280.79587,276.6,288.4
2008-11-07T00:00:00Z,281.82794,276,288.5
2008-11-08T00:00:00Z,278.98386,273.5,287.5
2008-11-09T00:00:00Z,275.60364,270.9,282.7
2008-11-10T00:00:00Z,271.9529,266.7,279.1
2008-11-11T00:00:00Z,271.24982,264.6,277
2008-11-12T00:00:00Z,271.11337,264.5,276.7
2008-11-13T00:00:00Z,272.399,266.3,279.4
2008-11-14T00:00:00Z,277.34805,272.9,285.5
2008-11-15T00:00:00Z,279.58005,273.9,287.5
2008-11-16T00:00:00Z,272.04385,266.2,279.1
2008-11-17T00:00:00Z,269.02676,263.9,276.7
2008-11-18T00:00:00Z,266.83856,260.2,273.5
2008-11-19T00:00:00Z,266.04242,259.3,271.5
2008-11-20T00:00:00Z,266.36526,259.6,273.1
2008-11-21T00:00:00Z,264.87778,258.8,272
2008-11-22T00:00:00Z,263.9181,257.5,271
2008-11-23T00:00:00Z,263.63538,255.9,271.1
2008-11-24T00:00:00Z,265.52655,260.1,274
2008-11-25T00:00:00Z,270.7538,266.7,277.1
2008-11-26T00:00:00Z,270.36746,265.6,276.7
2008-11-27T00:00:00Z,269.0304,264.3,275.9
2008-11-28T00:00:00Z,268.6187,264.4,276
2008-11-29T00:00:00Z,268.63632,261.5,275.2
2008-11-30T00:00:00Z,267.99374,261.6,274.7
2008-12-01T00:00:00Z,272.13382,266.6,279.8
2008-12-02T00:00:00Z,270.15616,265.6,276.4
2008-12-03T00:00:00Z,268.3471,263.6,274.3
2008-12-04T00:00:00Z,270.042,265,277.8
2008-12-05T00:00:00Z,266.2253,260.4,273.2
2008-12-06T00:00:00Z,264.73703,257.6,272.4
2008-12-07T00:00:00Z,259.44928,251,271.4
2008-12-08T00:00:00Z,256.8873,246.5,266.7
2008-12-09T00:00:00Z,262.0808,254.2,270.7
2008-12-10T00:00:00Z,269.5445,261.4,281.2
2008-12-11T00:00:00Z,268.18048,258.1,279.1
2008-12-12T00:00:00Z,264.9281,256,273.3
2008-12-13T00:00:00Z,262.27533,250,271.6
2008-12-14T00:00:00Z,264.8578,254.9,271.8
2008-12-15T00:00:00Z,270.68616,265.7,279.2
2008-12-16T00:00:00Z,266.09204,258.6,274.7
2008-12-17T00:00:00Z,266.43344,258.6,274.7
2008-12-18T00:00:00Z,266.32388,259.6,274.6
2008-12-19T00:00:00Z,262.8796,253.5,273.5
2008-12-20T00:00:00Z,258.90756,251.9,271
