TIMESTEP,MEAN(K),MINIMUM(K),MAXIMUM(K)
1979-01-01T00:00:00Z,274.45868,270.3,281.9
1979-01-02T00:00:00Z,268.43747,260.2,282
1979-01-03T00:00:00Z,258.91824,253.2,266.5
1979-01-04T00:00:00Z,259.35825,253.3,266.8
1979-01-05T00:00:00Z,259.17343,252,269
1979-01-06T00:00:00Z,260.9967,252.9,270.1
1979-01-07T00:00:00Z,263.6801,257.3,273.1
1979-01-08T00:00:00Z,263.76456,255.3,274
1979-01-09T00:00:00Z,258.19376,251.4,269.2
1979-01-10T00:00:00Z,258.17596,252.7,268.3
1979-01-11T00:00:00Z,254.81569,245.8,264.8
1979-01-12T00:00:00Z,253.41899,245.6,264.5
1979-01-13T00:00:00Z,261.80252,254,273.3
1979-01-14T00:00:00Z,263.02817,255.5,274.3
1979-01-15T00:00:00Z,256.86856,250.6,268.7
1979-01-16T00:00:00Z,257.4938,250.2,269.7
1979-01-17T00:00:00Z,257.39236,245.7,270.1
1979-01-18T00:00:00Z,252.13235,244.4,264.5
1979-01-19T00:00:00Z,247.52461,239.4,261.5
1979-01-20T00:00:00Z,258.24194,248.3,266.4
1979-01-21T00:00:00Z,266.59946,260.2,275.2
1979-01-22T00:00:00Z,266.12848,259,273.2
1979-01-23T00:00:00Z,261.33823,255.1,271.9
1979-01-24T00:00:00Z,263.5368,251,275.2
1979-01-25T00:00:00Z,270.26276,263.9,275.2
1979-01-26T00:00:00Z,270.60464,265.7,275
1979-01-27T00:00:00Z,269.64407,264.6,275.1
1979-01-28T00:00:00Z,269.6734,265.8,274.7
1979-01-29T00:00:00Z,266.5365,260.1,273.2
1979-01-30T00:00:00Z,265.20865,258.3,272.5
1979-01-31T00:00:00Z,262.99994,255.5,272.8
1979-02-01T00:00:00Z,258.894,250.6,268.2
1979-02-02T00:00:00Z,257.10425,249,266.4
1979-02-03T00:00:00Z,255.24158,247.7,267.2
1979-02-04T00:00:00Z,257.21677,248.7,269.5
1979-02-05T00:00:00Z,256.80734,247.8,266.5
1979-02-06T00:00:00Z,252.88426,244.5,263.8
1979-02-07T00:00:00Z,254.8061,245.4,265.8
1979-02-08T00:00:00Z,258.57312,250.3,267.6
1979-02-09T00:00:00Z,250.74791,242.7,261.7
1979-02-10T00:00:00Z,248.77135,240.2,259.2
1979-02-11T00:00:00Z,245.32161,234.8,257.9
1979-02-12T00:00:00Z,247.1752,239.1,259
1979-02-13T00:00:00Z,248.54375,241.2,260
1979-02-14T00:00:00Z,245.5522,237.7,257.4
1979-02-15T00:00:00Z,252.35284,241.4,264.4
1979-02-16T00:00:00Z,251.8413,242.8,262.9
1979-02-17T00:00:00Z,243.58017,235.6,256.9
1979-02-18T00:00:00Z,243.02711,236.6,256.6
1979-02-19T00:00:00Z,254.89253,242.2,267.3
1979-02-20T00:00:00Z,256.83096,252.1,268.4
1979-02-21T00:00:00Z,264.089,258.1,272.2
1979-02-22T00:00:00Z,267.18573,260,274.4
1979-02-23T00:00:00Z,267.06717,260.1,273.7
1979-02-24T00:00:00Z,270.99222,265.4,276.1
1979-02-25T00:00:00Z,266.98022,258.4,276.6
1979-02-26T00:00:00Z,267.48917,262.2,276.5
1979-02-27T00:00:00Z,267.25946,261.5,275.4
1979-02-28T00:00:00Z,263.68524,259.1,274.1
1979-03-01T00:00:00Z,268.97162,263.7,277.1
1979-03-02T00:00:00Z,270.2738,265,277.1
1979-03-03T00:00:00Z,269.7317,264.5,276.7
1979-03-04T00:00:00Z,272.35077,266.9,278.2
1979-03-05T00:00:00Z,276.56586,271.6,282.6
1979-03-06T00:00:00Z,274.61044,268.7,283.1
1979-03-07T00:00:00Z,271.29178,264.7,280.2
1979-03-08T00:00:00Z,270.16632,263.5,276.6
1979-03-09T00:00:00Z,271.0501,263,277.9
1979-03-10T00:00:00Z,272.7512,266.7,278.5
1979-03-11T00:00:00Z,263.8046,258.1,272.3
1979-03-12T00:00:00Z,262.91708,254.6,271.7
1979-03-13T00:00:00Z,263.2549,253.7,273.5
1979-03-14T00:00:00Z,268.25507,262.5,278.4
1979-03-15T00:00:00Z,259.4795,251.6,270.3
1979-03-16T00:00:00Z,261.4432,253.2,270.2
1979-03-17T00:00:00Z,267.58948,260.8,274.7
1979-03-18T00:00:00Z,267.85843,257.8,275.2
1979-03-19T00:00:00Z,267.89102,262.3,274.5
1979-03-20T00:00:00Z,269.5187,264.5,276.4
1979-03-21T00:00:00Z,271.44464,266.7,277.8
1979-03-22T00:00:00Z,274.50446,269.8,278.4
1979-03-23T00:00:00Z,276.35574,271.9,280.4
1979-03-24T00:00:00Z,277.23782,271,282.5
1979-03-25T00:00:00Z,275.20135,268,282.3
1979-03-26T00:00:00Z,266.586,260,276.6
1979-03-27T00:00:00Z,265.60733,258,274.4
1979-03-28T00:00:00Z,266.1487,259,274.3
1979-03-29T00:00:00Z,272.66473,266.9,277.9
1979-03-30T00:00:00Z,278.08295,269.9,284
1979-03-31T00:00:00Z,277.84918,271.7,285
1979-04-01T00:00:00Z,274.41946,268.4,282.6
1979-04-02T00:00:00Z,274.77646,268.3,280.4
1979-04-03T00:00:00Z,272.04352,265.7,281.4
1979-04-04T00:00:00Z,270.59225,264.4,278.5
1979-04-05T00:00:00Z,272.006,265.5,279.2
1979-04-06T00:00:00Z,268.3137,262.4,275.5
1979-04-07T00:00:00Z,267.18658,260.3,274.3
1979-04-08T00:00:00Z,266.10364,258.7,273.9
1979-04-09T00:00:00Z,269.18384,262.2,278.6
1979-04-10T00:00:00Z,268.97116,264.1,277.4
1979-04-11T00:00:00Z,267.13135,261.5,276.2
1979-04-12T00:00:00Z,271.09265,264.6,279.2
1979-04-13T00:00:00Z,273.58484,265.9,278.9
1979-04-14T00:00:00Z,273.04224,266.9,278.2
1979-04-15T00:00:00Z,273.40442,267.1,277.4
1979-04-16T00:00:00Z,274.21194,269.1,280.3
1979-04-17T00:00:00Z,273.9438,268.3,279.7
1979-04-18T00:00:00Z,271.9642,267.3,279.4
1979-04-19T00:00:00Z,270.62875,265.6,277.8
1979-04-20T00:00:00Z,272.85074,265.6,280.5
1979-04-21T00:00:00Z,274.4871,269.1,279.6
1979-04-22T00:00:00Z,277.53723,270.7,281.9
1979-04-23T00:00:00Z,277.31213,272.7,283.5
1979-04-24T00:00:00Z,278.23877,272.1,284.6
1979-04-25T00:00:00Z,281.2965,275,286.3
1979-04-26T00:00:00Z,282.60364,276.3,286.1
1979-04-27T00:00:00Z,279.69113,271.1,286.3
1979-04-28T00:00:00Z,276.3617,269.8,284.9
1979-04-29T00:00:00Z,277.008,272.3,287.2
1979-04-30T00:00:00Z,276.3872,271.8,285.1
1979-05-01T00:00:00Z,275.54117,270.5,282.6
1979-05-02T00:00:00Z,273.67395,268.8,280.5
1979-05-03T00:00:00Z,276.17065,271.4,282.3
1979-05-04T00:00:00Z,277.60223,272.3,287.7
1979-05-05T00:00:00Z,273.95078,268.5,283.9
1979-05-06T00:00:00Z,275.19855,268.7,282.6
1979-05-07T00:00:00Z,278.78177,271.1,283.3
1979-05-08T00:00:00Z,281.8963,274.8,289.1
1979-05-09T00:00:00Z,287.75696,283.5,292
1979-05-10T00:00:00Z,289.07184,281.2,293
1979-05-11T00:00:00Z,287.16296,279.9,293.1
1979-05-12T00:00:00Z,286.4434,280,292.3
1979-05-13T00:00:00Z,281.6027,275.5,289.2
1979-05-14T00:00:00Z,279.6225,274.2,289.2
1979-05-15T00:00:00Z,280.63376,276.2,287.5
1979-05-16T00:00:00Z,279.19467,274.3,286.5
1979-05-17T00:00:00Z,277.22028,271,285.4
1979-05-18T00:00:00Z,279.1514,275,285.1
1979-05-19T00:00:00Z,283.8768,279.3,287.9
1979-05-20T00:00:00Z,284.54788,280.1,288.5
1979-05-21T00:00:00Z,282.46613,275.9,288.1
1979-05-22T00:00:00Z,278.76596,272.3,288.8
1979-05-23T00:00:00Z,279.68228,275.1,287.2
1979-05-24T00:00:00Z,280.5431,275,290.2
1979-05-25T00:00:00Z,279.80484,275,290.2
1979-05-26T00:00:00Z,280.68872,275.7,287.7
1979-05-27T00:00:00Z,279.72913,275.6,286.5
1979-05-28T00:00:00Z,280.45068,275.7,288.7
1979-05-29T00:00:00Z,281.0263,276.4,288.8
1979-05-30T00:00:00Z,282.16693,277.6,288.5
1979-05-31T00:00:00Z,281.0703,275.8,290.4
1979-06-01T00:00:00Z,284.85815,278.5,291.2
1979-06-02T00:00:00Z,286.2262,280.6,291
1979-06-03T00:00:00Z,285.195,279.7,289.4
1979-06-04T00:00:00Z,283.8178,278.4,290.8
1979-06-05T00:00:00Z,284.06882,278,289.3
1979-06-06T00:00:00Z,281.66086,273.8,291.5
1979-06-07T00:00:00Z,285.03885,277,291.4
1979-06-08T00:00:00Z,289.37885,283.1,295
1979-06-09T00:00:00Z,290.06583,285.4,294.4
1979-06-10T00:00:00Z,290.71313,285.8,294.7
1979-06-11T00:00:00Z,279.66077,274.4,290.1
1979-06-12T00:00:00Z,276.78867,272.1,286
1979-06-13T00:00:00Z,278.02982,272.6,285.4
1979-06-14T00:00:00Z,277.97916,272.5,286.1
1979-06-15T00:00:00Z,283.82376,278.3,290.8
1979-06-16T00:00:00Z,287.463,284.1,291.4
1979-06-17T00:00:00Z,287.39706,282.6,293.4
1979-06-18T00:00:00Z,285.30426,279.1,293.3
1979-06-19T00:00:00Z,282.5031,275.8,290.2
1979-06-20T00:00:00Z,282.99072,278.7,288.5
1979-06-21T00:00:00Z,283.76898,278.3,292.1
1979-06-22T00:00:00Z,284.03705,278.1,289.7
1979-06-23T00:00:00Z,281.51743,275.7,291.2
1979-06-24T00:00:00Z,279.71808,274,289.4
1979-06-25T00:00:00Z,280.29825,274.1,288
1979-06-26T00:00:00Z,278.97678,272.9,287.4
1979-06-27T00:00:00Z,282.65686,278.3,288
1979-06-28T00:00:00Z,284.82968,278.1,289.9
1979-06-29T00:00:00Z,285.1628,278.6,290.7
1979-06-30T00:00:00Z,286.43265,281,291.4
1979-07-01T00:00:00Z,286.33862,281.8,292.4
1979-07-02T00:00:00Z,286.14746,278.7,292.5
1979-07-03T00:00:00Z,282.34833,276.1,290.8
1979-07-04T00:00:00Z,279.58133,272.1,288.1
1979-07-05T00:00:00Z,277.79114,271.8,287.9
1979-07-06T00:00:00Z,280.42963,274.5,288.1
1979-07-07T00:00:00Z,281.7025,275.7,290
1979-07-08T00:00:00Z,284.07196,279.1,290.9
1979-07-09T00:00:00Z,285.7887,280.9,291.4
1979-07-10T00:00:00Z,287.21176,281.6,291.4
1979-07-11T00:00:00Z,286.3495,281.5,292.3
1979-07-12T00:00:00Z,289.4201,283.1,293.9
1979-07-13T00:00:00Z,290.87323,285.4,297.1
1979-07-14T00:00:00Z,291.69418,285.9,295.4
1979-07-15T00:00:00Z,291.92664,286,296
1979-07-16T00:00:00Z,290.62222,284.4,295.2
1979-07-17T00:00:00Z,288.71063,282,296
1979-07-18T00:00:00Z,287.27646,281.6,295
1979-07-19T00:00:00Z,286.005,279.8,293
1979-07-20T00:00:00Z,287.0179,280.2,293.5
1979-07-21T00:00:00Z,287.77524,281.6,294
1979-07-22T00:00:00Z,288.75378,283.6,294.8
1979-07-23T00:00:00Z,289.53915,283.9,296.3
1979-07-24T00:00:00Z,289.4391,284.1,295.8
1979-07-25T00:00:00Z,291.48615,286.1,297.2
1979-07-26T00:00:00Z,290.41193,285.1,297.1
1979-07-27T00:00:00Z,288.04324,283.3,297.8
1979-07-28T00:00:00Z,288.26013,282.8,297.7
1979-07-29T00:00:00Z,289.26004,284,296.5
1979-07-30T00:00:00Z,288.05508,278.5,295.1
1979-07-31T00:00:00Z,290.3702,283.8,295.9
1979-08-01T00:00:00Z,291.4742,285.8,296.8
1979-08-02T00:00:00Z,290.8499,285.9,297.7
1979-08-03T00:00:00Z,289.34467,283.9,297.9
1979-08-04T00:00:00Z,289.61652,284.7,297.4
1979-08-05T00:00:00Z,290.459,285.2,297.4
1979-08-06T00:00:00Z,284.3419,277.3,295.4
1979-08-07T00:00:00Z,282.22214,276.3,291.7
1979-08-08T00:00:00Z,287.17752,282.7,293.4
1979-08-09T00:00:00Z,284.05328,278,293.2
1979-08-10T00:00:00Z,285.59857,278.2,293.6
1979-08-11T00:00:00Z,284.16193,278.6,291.4
1979-08-12T00:00:00Z,282.71686,277.3,290
1979-08-13T00:00:00Z,281.61063,276.6,287.6
1979-08-14T00:00:00Z,282.98267,277.3,292.8
1979-08-15T00:00:00Z,281.0947,275.5,289.4
1979-08-16T00:00:00Z,280.98245,276.1,288.9
1979-08-17T00:00:00Z,279.56726,274.2,289.9
1979-08-18T00:00:00Z,282.66534,276.9,289.8
1979-08-19T00:00:00Z,284.99393,279.7,291.9
1979-08-20T00:00:00Z,285.71442,279.1,293.1
1979-08-21T00:00:00Z,286.56067,280.5,293.5
1979-08-22T00:00:00Z,286.47537,280.8,292.4
1979-08-23T00:00:00Z,285.58914,280.6,292.2
1979-08-24T00:00:00Z,288.68713,284.1,293.3
1979-08-25T00:00:00Z,288.44818,282.6,295.6
1979-08-26T00:00:00Z,287.1886,280.1,295.6
1979-08-27T00:00:00Z,288.00113,282.2,295.2
1979-08-28T00:00:00Z,287.00616,280.7,296.7
1979-08-29T00:00:00Z,290.43646,285.8,295.3
1979-08-30T00:00:00Z,289.73828,285,295.7
1979-08-31T00:00:00Z,285.95926,278.8,295.7
1979-09-01T00:00:00Z,284.6899,277.8,292.9
1979-09-02T00:00:00Z,287.7222,281.7,294.5
1979-09-03T00:00:00Z,288.7421,282.7,296.2
1979-09-04T00:00:00Z,287.56122,280.6,295.6
1979-09-05T00:00:00Z,287.55487,281.2,294
1979-09-06T00:00:00Z,289.49826,284,294.8
1979-09-07T00:00:00Z,284.0559,277.4,293.2
1979-09-08T00:00:00Z,279.4823,272,291.2
1979-09-09T00:00:00Z,278.1292,270.4,289.5
1979-09-10T00:00:00Z,279.42966,272.2,288.4
1979-09-11T00:00:00Z,278.53345,270.6,289.5
1979-09-12T00:00:00Z,278.9164,273,287.1
1979-09-13T00:00:00Z,283.08124,277.1,290.2
1979-09-14T00:00:00Z,284.04797,279.3,291.9
1979-09-15T00:00:00Z,280.92038,275.5,289.7
1979-09-16T00:00:00Z,281.83557,275.5,287.8
1979-09-17T00:00:00Z,281.62695,277,289.1
1979-09-18T00:00:00Z,282.67563,278.1,289.4
1979-09-19T00:00:00Z,274.8555,267.4,284.2
1979-09-20T00:00:00Z,272.6972,265.6,280.8
1979-09-21T00:00:00Z,278.8462,272.5,287
1979-09-22T00:00:00Z,278.447,271.8,290.4
1979-09-23T00:00:00Z,275.63477,268.6,285.4
1979-09-24T00:00:00Z,274.55624,269.2,284.7
1979-09-25T00:00:00Z,276.28818,270.9,286.2
1979-09-26T00:00:00Z,280.7296,275.4,288.1
1979-09-27T00:00:00Z,279.7224,273.7,288.1
1979-09-28T00:00:00Z,281.5299,275.6,287.7
1979-09-29T00:00:00Z,284.41376,278.3,293.2
1979-09-30T00:00:00Z,283.84586,279.1,288.7
1979-10-01T00:00:00Z,283.3567,278.5,288.5
1979-10-02T00:00:00Z,284.3111,279.3,290.1
1979-10-03T00:00:00Z,284.58026,279.5,288.6
1979-10-04T00:00:00Z,284.0927,279.7,288.1
1979-10-05T00:00:00Z,282.3447,277.7,287.9
1979-10-06T00:00:00Z,279.14224,275.2,284.8
1979-10-07T00:00:00Z,277.27173,272.5,284.5
1979-10-08T00:00:00Z,273.69788,265.6,281.1
1979-10-09T00:00:00Z,272.79703,265.4,280.7
1979-10-10T00:00:00Z,271.54507,263.5,278.1
1979-10-11T00:00:00Z,272.70676,265.4,278.8
1979-10-12T00:00:00Z,274.85126,269.6,280.6
1979-10-13T00:00:00Z,275.16748,269.8,282.2
1979-10-14T00:00:00Z,273.84662,268.4,280.4
1979-10-15T00:00:00Z,274.5153,268.2,281.3
1979-10-16T00:00:00Z,275.61346,268.3,282.4
1979-10-17T00:00:00Z,275.3106,268.2,284.8
1979-10-18T00:00:00Z,278.50555,270.5,286.3
1979-10-19T00:00:00Z,276.89835,269,286.6
1979-10-20T00:00:00Z,282.96948,278.1,288.5
1979-10-21T00:00:00Z,285.47626,280.3,290.5
1979-10-22T00:00:00Z,286.55667,283,290.1
1979-10-23T00:00:00Z,282.1218,274.8,288.2
1979-10-24T00:00:00Z,276.18378,271.1,281.6
1979-10-25T00:00:00Z,272.73264,266.3,280.3
1979-10-26T00:00:00Z,271.18762,265.1,277.8
1979-10-27T00:00:00Z,270.4776,264.7,276.1
1979-10-28T00:00:00Z,273.04486,266.4,279.1
1979-10-29T00:00:00Z,275.03247,269.3,281.5
1979-10-30T00:00:00Z,272.85452,267,279.9
1979-10-31T00:00:00Z,271.7077,266.3,280.2
1979-11-01T00:00:00Z,274.3748,268.1,283.5
1979-11-02T00:00:00Z,278.09067,273.3,285.3
1979-11-03T00:00:00Z,273.73462,267.9,281
1979-11-04T00:00:00Z,272.65958,267.8,279.2
1979-11-05T00:00:00Z,272.76053,267.1,279.4
1979-11-06T00:00:00Z,272.21326,267.9,280.5
1979-11-07T00:00:00Z,273.97067,268.8,282.1
1979-11-08T00:00:00Z,271.54678,267.1,280.6
1979-11-09T00:00:00Z,273.95547,268.6,281.3
1979-11-10T00:00:00Z,277.4752,270.6,287.1
1979-11-11T00:00:00Z,275,269.3,283.2
1979-11-12T00:00:00Z,272.1558,266.8,281.2
1979-11-13T00:00:00Z,271.44635,267,281.1
1979-11-14T00:00:00Z,271.34384,265.3,278.7
1979-11-15T00:00:00Z,269.50638,261.2,276.6
1979-11-16T00:00:00Z,266.61755,259.5,273.6
1979-11-17T00:00:00Z,268.6514,262,276
1979-11-18T00:00:00Z,271.55652,265.6,279.8
1979-11-19T00:00:00Z,272.1425,265.9,279.9
1979-11-20T00:00:00Z,275.9,270.2,281.7
1979-11-21T00:00:00Z,273.35873,268.3,282.3
1979-11-22T00:00:00Z,277.99606,272.1,284.3
1979-11-23T00:00:00Z,281.0622,276.4,284.3
1979-11-24T00:00:00Z,279.58115,272.5,285.7
1979-11-25T00:00:00Z,278.3452,271.9,286.6
1979-11-26T00:00:00Z,279.3015,275.8,285.4
1979-11-27T00:00:00Z,275.0691,270.6,282.1
1979-11-28T00:00:00Z,272.72,267.3,281.7
1979-11-29T00:00:00Z,269.38776,264.4,275.9
1979-11-30T00:00:00Z,268.9356,263.6,274.8
1979-12-01T00:00:00Z,268.45554,263,274.8
1979-12-02T00:00:00Z,264.72644,257.8,272.7
1979-12-03T00:00:00Z,263.66235,257.7,271.6
1979-12-04T00:00:00Z,267.46164,263.2,277
1979-12-05T00:00:00Z,268.00232,262.5,275.1
1979-12-06T00:00:00Z,271.8784,267,281.7
1979-12-07T00:00:00Z,271.99496,267.2,280.5
1979-12-08T00:00:00Z,266.07944,256.4,273.4
1979-12-09T00:00:00Z,265.81772,255.9,273.3
1979-12-10T00:00:00Z,269.04263,261.6,275.8
1979-12-11T00:00:00Z,271.5213,264.6,279.7
1979-12-12T00:00:00Z,271.2731,264.2,281.4
1979-12-13T00:00:00Z,266.94885,258.3,278.5
1979-12-14T00:00:00Z,264.50244,256.2,273.4
1979-12-15T00:00:00Z,265.7668,257.6,272.8
1979-12-16T00:00:00Z,267.45456,262.3,277.6
1979-12-17T00:00:00Z,259.32303,251,267.6
1979-12-18T00:00:00Z,259.62808,248.7,267.9
1979-12-19T00:00:00Z,259.91464,248.7,269.3
1979-12-20T00:00:00Z,262.0926,249.8,271.9
1979-12-21T00:00:00Z,264.58826,258.2,273.6
1979-12-22T00:00:00Z,267.25674,260.8,275.9
1979-12-23T00:00:00Z,272.23868,266.7,277.5
1979-12-24T00:00:00Z,273.94983,269,279.6
1979-12-25T00:00:00Z,274.3383,268.8,281
1979-12-26T00:00:00Z,270.28857,265,276.5
1979-12-27T00:00:00Z,268.5949,261.9,274.5
1979-12-28T00:00:00Z,266.63184,259,272.4
1979-12-29T00:00:00Z,268.422,261.9,274.9
1979-12-30T00:00:00Z,267.07254,257.3,274.7
1979-12-31T00:00:00Z,265.80246,257,272.7
1980-01-01T00:00:00Z,265.61398,259.1,272.5
1980-01-02T00:00:00Z,265.36945,258.3,273
1980-01-03T00:00:00Z,262.77402,254,271.4
1980-01-04T00:00:00Z,260.00577,251.5,269.3
1980-01-05T00:00:00Z,261.16858,253.2,269.8
1980-01-06T00:00:00Z,258.2473,250.5,267.1
1980-01-07T00:00:00Z,262.90106,256.9,270.1
1980-01-08T00:00:00Z,263.79962,258.6,272
1980-01-09T00:00:00Z,261.4113,255.6,271.6
1980-01-10T00:00:00Z,260.80475,254,269.2
1980-01-11T00:00:00Z,265.94214,259.7,273
1980-01-12T00:00:00Z,261.80234,255.1,269.5
1980-01-13T00:00:00Z,260.69592,253.4,268.8
1980-01-14T00:00:00Z,267.67407,262.8,275
1980-01-15T00:00:00Z,267.76828,261.9,275.7
1980-01-16T00:00:00Z,266.0897,260.1,272.6
1980-01-17T00:00:00Z,268.34534,261.5,277.2
1980-01-18T00:00:00Z,269.7368,265.5,273.7
1980-01-19T00:00:00Z,269.1955,263.8,275.1
1980-01-20T00:00:00Z,265.0197,256.9,271.8
1980-01-21T00:00:00Z,264.0037,255.3,271.4
1980-01-22T00:00:00Z,263.36426,255.1,271.1
1980-01-23T00:00:00Z,260.99622,254.7,271.7
1980-01-24T00:00:00Z,257.78775,249.4,267
1980-01-25T00:00:00Z,258.54752,249.1,268.2
1980-01-26T00:00:00Z,261.38242,253,270.1
1980-01-27T00:00:00Z,262.25244,255.7,269.1
1980-01-28T00:00:00Z,263.00565,255.7,271.2
1980-01-29T00:00:00Z,260.50507,252,270.1
1980-01-30T00:00:00Z,256.2153,247.1,266.2
1980-01-31T00:00:00Z,253.84099,244.3,264.9
1980-02-01T00:00:00Z,253.88684,246.8,262.3
1980-02-02T00:00:00Z,252.78705,245.2,263
1980-02-03T00:00:00Z,253.86478,246.8,262.6
1980-02-04T00:00:00Z,257.36404,249.9,265.7
1980-02-05T00:00:00Z,256.73322,250.8,265.3
1980-02-06T00:00:00Z,257.41605,250.9,266.7
1980-02-07T00:00:00Z,261.612,255.9,272
1980-02-08T00:00:00Z,258.6315,251.4,269.5
1980-02-09T00:00:00Z,259.33102,252.4,268.7
1980-02-10T00:00:00Z,260.3464,253.1,269.8
1980-02-11T00:00:00Z,259.744,252.6,267.6
1980-02-12T00:00:00Z,263.7258,258.5,271.6
1980-02-13T00:00:00Z,263.55405,255.5,270.7
1980-02-14T00:00:00Z,265.05685,259.6,271.4
1980-02-15T00:00:00Z,263.48608,256.7,271.3
1980-02-16T00:00:00Z,260.28384,253.1,271.2
1980-02-17T00:00:00Z,257.03372,250,266.9
1980-02-18T00:00:00Z,257.8988,251.7,265.7
1980-02-19T00:00:00Z,260.2455,252.7,270.9
1980-02-20T00:00:00Z,267.09625,260.6,274.5
1980-02-21T00:00:00Z,267.09976,257,274.6
1980-02-22T00:00:00Z,265.35297,254.6,274.2
1980-02-23T00:00:00Z,268.10226,260.4,273.9
1980-02-24T00:00:00Z,267.9432,261.4,275.7
1980-02-25T00:00:00Z,264.86462,257.5,273.2
1980-02-26T00:00:00Z,256.3718,246.8,265.8
1980-02-27T00:00:00Z,256.62704,246.5,265.7
1980-02-28T00:00:00Z,257.2335,249.6,268
1980-02-29T00:00:00Z,254.11775,246.1,263
1980-03-01T00:00:00Z,252.78929,244.7,261.5
1980-03-02T00:00:00Z,252.51021,243.1,265.7
1980-03-03T00:00:00Z,254.71985,247.8,266.9
1980-03-04T00:00:00Z,263.08914,257.2,271.7
1980-03-05T00:00:00Z,268.29852,261.5,275.7
1980-03-06T00:00:00Z,265.4633,257.2,274.7
1980-03-07T00:00:00Z,267.87155,260.5,275.1
1980-03-08T00:00:00Z,270.91592,263.7,278.8
1980-03-09T00:00:00Z,267.19598,260.4,275.9
1980-03-10T00:00:00Z,266.87466,259,275.3
1980-03-11T00:00:00Z,263.63916,256.5,273.5
1980-03-12T00:00:00Z,259.29425,250.6,269.7
1980-03-13T00:00:00Z,258.77142,250.3,268.4
1980-03-14T00:00:00Z,267.43588,260.7,274.2
1980-03-15T00:00:00Z,261.2803,253.7,272
1980-03-16T00:00:00Z,258.12302,250.2,270.6
1980-03-17T00:00:00Z,271.4876,264.8,276.7
1980-03-18T00:00:00Z,269.59396,263.1,275.8
1980-03-19T00:00:00Z,268.99432,262,274.6
1980-03-20T00:00:00Z,272.44067,265.4,276.4
1980-03-21T00:00:00Z,274.0999,268.2,279.9
1980-03-22T00:00:00Z,271.03897,265.9,275.9
1980-03-23T00:00:00Z,269.3849,265,275.6
1980-03-24T00:00:00Z,272.04846,264.3,276.7
1980-03-25T00:00:00Z,272.97366,268.2,279
1980-03-26T00:00:00Z,272.1615,267.8,278
1980-03-27T00:00:00Z,272.15894,266.3,277.6
1980-03-28T00:00:00Z,274.2179,268.6,279.2
1980-03-29T00:00:00Z,275.30923,271.3,279.2
1980-03-30T00:00:00Z,274.45987,267.2,281
1980-03-31T00:00:00Z,273.01642,265.9,278.4
1980-04-01T00:00:00Z,272.2167,266,277.7
1980-04-02T00:00:00Z,273.08093,267,277.8
1980-04-03T00:00:00Z,270.8011,264.5,280.4
1980-04-04T00:00:00Z,274.29367,269.8,280.5
1980-04-05T00:00:00Z,273.13144,269.3,280.1
1980-04-06T00:00:00Z,272.83014,266.8,278.4
1980-04-07T00:00:00Z,274.24817,267.2,281.5
1980-04-08T00:00:00Z,276.43695,270.1,282
1980-04-09T00:00:00Z,278.8937,273.6,283.8
1980-04-10T00:00:00Z,278.0625,271.6,283.5
1980-04-11T00:00:00Z,276.44193,271,285.7
1980-04-12T00:00:00Z,276.10226,268.1,284.6
1980-04-13T00:00:00Z,273.2918,267.6,281.7
1980-04-14T00:00:00Z,272.60013,266.6,280.9
1980-04-15T00:00:00Z,275.0933,270.2,283.6
1980-04-16T00:00:00Z,268.3282,263.1,277.4
1980-04-17T00:00:00Z,266.11743,259.6,274.8
1980-04-18T00:00:00Z,271.0114,266.2,278.5
1980-04-19T00:00:00Z,274.26602,266.6,283
1980-04-20T00:00:00Z,277.98685,272.6,283.8
1980-04-21T00:00:00Z,274.90875,268.5,283.4
1980-04-22T00:00:00Z,272.1164,263.8,280.4
1980-04-23T00:00:00Z,271.13947,265.9,278.5
1980-04-24T00:00:00Z,275.296,268.7,282.5
1980-04-25T00:00:00Z,277.94135,272.5,283.6
1980-04-26T00:00:00Z,276.38486,270.8,283.3
1980-04-27T00:00:00Z,276.1875,270.6,282.3
1980-04-28T00:00:00Z,277.08704,271.8,282.1
1980-04-29T00:00:00Z,276.64145,271.8,281.4
1980-04-30T00:00:00Z,278.78555,271.7,285.1
1980-05-01T00:00:00Z,278.8255,273.7,285
1980-05-02T00:00:00Z,280.7533,274.8,285.3
1980-05-03T00:00:00Z,280.39377,275.3,284.7
1980-05-04T00:00:00Z,278.3681,271.4,287.3
1980-05-05T00:00:00Z,279.96115,272,286.4
1980-05-06T00:00:00Z,279.80777,272.6,290
1980-05-07T00:00:00Z,277.48508,270.7,287.7
1980-05-08T00:00:00Z,275.69678,269.8,285.1
1980-05-09T00:00:00Z,275.09097,269.3,284
1980-05-10T00:00:00Z,274.85333,268.8,282.3
1980-05-11T00:00:00Z,278.96436,272.7,284.1
1980-05-12T00:00:00Z,280.67703,274.7,286.9
1980-05-13T00:00:00Z,281.50717,274.7,292.2
1980-05-14T00:00:00Z,278.36362,271.3,289.1
1980-05-15T00:00:00Z,276.98862,270.4,286.1
1980-05-16T00:00:00Z,277.55493,272.2,284.9
1980-05-17T00:00:00Z,278.2745,273.3,285
1980-05-18T00:00:00Z,279.99747,273.5,286.6
1980-05-19T00:00:00Z,283.1445,277.4,288.4
1980-05-20T00:00:00Z,282.1816,275.8,290
