TIMESTEP,MEAN,MINIMUM(mm),MAXIMUM(mm)
1999-01-04T00:00:00Z,1.4899238,0,14.1
1999-01-05T00:00:00Z,0.44262844,0,7.6
1999-01-06T00:00:00Z,1.5082778,0,7.9
1999-01-07T00:00:00Z,0.85078377,0,12.7
1999-01-08T00:00:00Z,6.7530594,0,22.3
1999-01-09T00:00:00Z,13.212882,1,43.9
1999-01-10T00:00:00Z,0.72732913,0,8.7
1999-01-11T00:00:00Z,1.5265174,0,8.4
1999-01-12T00:00:00Z,5.539588,0,20.1
1999-01-13T00:00:00Z,5.157986,0,19.9
1999-01-14T00:00:00Z,9.681026,0,40.5
1999-01-15T00:00:00Z,20.032627,0.3,44.1
1999-01-16T00:00:00Z,0.63542676,0,9.9
1999-01-17T00:00:00Z,0.8324765,0,19.4
1999-01-18T00:00:00Z,17.760918,4,50.5
1999-01-19T00:00:00Z,3.3242977,0,19.6
1999-01-20T00:00:00Z,0.1251437,0,1.9
1999-01-21T00:00:00Z,1.4436115,0,16.6
1999-01-22T00:00:00Z,4.4470954,0,16.7
1999-01-23T00:00:00Z,2.490338,0,10.8
1999-01-24T00:00:00Z,11.519014,0,38.7
1999-01-25T00:00:00Z,1.1905965,0,8.2
1999-01-26T00:00:00Z,0.1010705,0,1.1
1999-01-27T00:00:00Z,1.9284451,0,8.5
1999-01-28T00:00:00Z,2.448001,0,10.7
1999-01-29T00:00:00Z,0.39801338,0,4.5
1999-01-30T00:00:00Z,0.3255273,0,2.2
1999-01-31T00:00:00Z,0.018797955,0,1
1999-02-01T00:00:00Z,1.4797446,0,8.4
1999-02-02T00:00:00Z,8.343352,0.8,48.2
1999-02-03T00:00:00Z,0.20111886,0,3.5
1999-02-04T00:00:00Z,0.64603925,0,6.8
1999-02-05T00:00:00Z,0.020493262,0,0.9
1999-02-06T00:00:00Z,0.61157256,0,4.4
1999-02-07T00:00:00Z,2.294895,0,11.2
1999-02-08T00:00:00Z,0.26851803,0,5.4
1999-02-09T00:00:00Z,0.10742325,0,6.8
1999-02-10T00:00:00Z,0.07555376,0,2
1999-02-11T00:00:00Z,0.001673636,0,2.6
1999-02-12T00:00:00Z,4.771975,0,18.4
1999-02-13T00:00:00Z,1.0921388,0,8.5
1999-02-14T00:00:00Z,0.33693776,0,8.2
1999-02-15T00:00:00Z,0.18609592,0,6.4
1999-02-16T00:00:00Z,0.028689953,0,1.3
1999-02-17T00:00:00Z,1.1732849,0,5.2
1999-02-18T00:00:00Z,2.0339844,0,27.8
1999-02-19T00:00:00Z,0.030323809,0,1
1999-02-20T00:00:00Z,0.23076676,0,2
1999-02-21T00:00:00Z,0.018467406,0,0.7
1999-02-22T00:00:00Z,1.96E-05,0,0.5
1999-02-23T00:00:00Z,2.55E-04,0,2.6
1999-02-24T00:00:00Z,6.05E-04,0,0.8
1999-02-25T00:00:00Z,0.5160807,0,20.1
1999-02-26T00:00:00Z,0.057957456,0,6.6
1999-02-27T00:00:00Z,0.06421322,0,1.4
1999-02-28T00:00:00Z,9.288624,0.5,28.1
1999-03-01T00:00:00Z,7.089643,0,29.3
1999-03-02T00:00:00Z,2.0107195,0,21.6
1999-03-03T00:00:00Z,18.41823,0.3,64
1999-03-04T00:00:00Z,9.90825,0,46.4
1999-03-05T00:00:00Z,0.505056,0,5
1999-03-06T00:00:00Z,15.173682,4.8,44.4
1999-03-07T00:00:00Z,1.2673934,0,11.7
1999-03-08T00:00:00Z,0.021380942,0,1.5
1999-03-09T00:00:00Z,0.009859452,0,1
1999-03-10T00:00:00Z,1.59E-04,0,0.3
1999-03-11T00:00:00Z,0.9414673,0,11.5
1999-03-12T00:00:00Z,1.06494,0,6
1999-03-13T00:00:00Z,0.0661704,0,1.5
1999-03-14T00:00:00Z,3.359945,0,27.4
1999-03-15T00:00:00Z,0.97609204,0,27.9
1999-03-16T00:00:00Z,0.08071674,0,2.1
1999-03-17T00:00:00Z,0,0,0
1999-03-18T00:00:00Z,0.84120876,0,5.5
1999-03-19T00:00:00Z,0.11184305,0,2.7
1999-03-20T00:00:00Z,0,0,0
1999-03-21T00:00:00Z,18.406105,0.4,65.4
1999-03-22T00:00:00Z,18.562017,0.8,67.3
1999-03-23T00:00:00Z,0.9788738,0,10
1999-03-24T00:00:00Z,0.15921544,0,7.9
1999-03-25T00:00:00Z,7.30E-05,0,0.3
1999-03-26T00:00:00Z,0,0,0
1999-03-27T00:00:00Z,0.102536336,0,3.3
1999-03-28T00:00:00Z,1.5070766,0,13.4
1999-03-29T00:00:00Z,0.03107713,0,0.7
1999-03-30T00:00:00Z,4.79E-04,0,0.6
1999-03-31T00:00:00Z,0.00283639,0,0.5
1999-04-01T00:00:00Z,1.3322039,0,9.9
1999-04-02T00:00:00Z,0.020908227,0,1.1
1999-04-03T00:00:00Z,2.1115437,0,8.1
1999-04-04T00:00:00Z,2.765528,0,15.2
1999-04-05T00:00:00Z,0.003445038,0,0.4
1999-04-06T00:00:00Z,2.051387,0,8.1
1999-04-07T00:00:00Z,0.19016436,0,3.4
1999-04-08T00:00:00Z,0.93304986,0,4.2
1999-04-09T00:00:00Z,5.328428,0,28.1
1999-04-10T00:00:00Z,0.1113399,0,1.7
1999-04-11T00:00:00Z,5.5027304,0,15.5
1999-04-12T00:00:00Z,0.53779465,0,3.1
1999-04-13T00:00:00Z,0,0,0
1999-04-14T00:00:00Z,0.009019211,0,0.5
1999-04-15T00:00:00Z,0.001170627,0,0.3
1999-04-16T00:00:00Z,7.7397127,1.5,22.9
1999-04-17T00:00:00Z,2.90762,0,11.1
1999-04-18T00:00:00Z,0.48241594,0,3.4
1999-04-19T00:00:00Z,1.0707986,0,5
1999-04-20T00:00:00Z,0.70979154,0,9.4
1999-04-21T00:00:00Z,0.012642371,0,0.6
1999-04-22T00:00:00Z,3.9993434,0,19.4
1999-04-23T00:00:00Z,7.9860024,0,23.5
1999-04-24T00:00:00Z,0.19264731,0,4.1
1999-04-25T00:00:00Z,0.06691788,0,3.2
1999-04-26T00:00:00Z,0.08937191,0,1.7
1999-04-27T00:00:00Z,0.004406752,0,0.5
1999-04-28T00:00:00Z,0,0,0
1999-04-29T00:00:00Z,0,0,0
1999-04-30T00:00:00Z,0,0,0
1999-05-01T00:00:00Z,0,0,0
1999-05-02T00:00:00Z,5.44E-05,0,0.3
1999-05-03T00:00:00Z,0.29835436,0,12.9
1999-05-04T00:00:00Z,2.1251917,0,19.7
1999-05-05T00:00:00Z,0.51871234,0,8.2
1999-05-06T00:00:00Z,0.061857507,0,2.1
1999-05-07T00:00:00Z,1.8395528,0,14
1999-05-08T00:00:00Z,12.943227,0.6,37.6
1999-05-09T00:00:00Z,2.7306585,0,12.8
1999-05-10T00:00:00Z,0.10961701,0,1.7
1999-05-11T00:00:00Z,0.030600365,0,1
1999-05-12T00:00:00Z,0.015911654,0,0.8
1999-05-13T00:00:00Z,0.001033395,0,0.3
1999-05-14T00:00:00Z,2.95E-04,0,0.4
1999-05-15T00:00:00Z,0,0,0
1999-05-16T00:00:00Z,0,0,0
1999-05-17T00:00:00Z,0,0,0
1999-05-18T00:00:00Z,1.6004283,0,38.3
1999-05-19T00:00:00Z,15.830429,0,85
1999-05-20T00:00:00Z,0.6020321,0,18.4
1999-05-21T00:00:00Z,0.009483038,0,2
1999-05-22T00:00:00Z,0.5649004,0,11.7
1999-05-23T00:00:00Z,3.9579694,0,23.8
1999-05-24T00:00:00Z,14.817205,4.7,46.3
1999-05-25T00:00:00Z,6.239845,0,23.4
1999-05-26T00:00:00Z,2.2540805,0,11.8
1999-05-27T00:00:00Z,0.36996952,0,7.7
1999-05-28T00:00:00Z,0.004481405,0,0.6
1999-05-29T00:00:00Z,9.80E-04,0,0.3
1999-05-30T00:00:00Z,0,0,0
1999-05-31T00:00:00Z,0.015995445,0,1.8
1999-06-01T00:00:00Z,3.1371338,0,12.2
1999-06-02T00:00:00Z,3.7301173,0,21.1
1999-06-03T00:00:00Z,0.16346529,0,3.2
1999-06-04T00:00:00Z,0.013768056,0,0.8
1999-06-05T00:00:00Z,1.83E-04,0,0.3
1999-06-06T00:00:00Z,0.08250928,0,7
1999-06-07T00:00:00Z,1.3199035,0,14
1999-06-08T00:00:00Z,0.5854459,0,8.6
1999-06-09T00:00:00Z,0.69291246,0,5.6
1999-06-10T00:00:00Z,0.41721007,0,18.1
1999-06-11T00:00:00Z,0.004872023,0,0.6
1999-06-12T00:00:00Z,0.003303864,0,0.8
1999-06-13T00:00:00Z,0.4267376,0,8.7
1999-06-14T00:00:00Z,5.9907117,0.3,15.6
1999-06-15T00:00:00Z,0.29562458,0,3.5
1999-06-16T00:00:00Z,0.007838487,0,0.4
1999-06-17T00:00:00Z,3.541591,0,21.1
1999-06-18T00:00:00Z,0.7061296,0,6
1999-06-19T00:00:00Z,0.022207266,0,0.7
1999-06-20T00:00:00Z,0.500006,0,10
1999-06-21T00:00:00Z,0.67027473,0,10.2
1999-06-22T00:00:00Z,0.026645279,0,1.2
1999-06-23T00:00:00Z,0,0,0
1999-06-24T00:00:00Z,0.06662182,0,3
1999-06-25T00:00:00Z,6.160765,0,21.8
1999-06-26T00:00:00Z,0.014047491,0,0.6
1999-06-27T00:00:00Z,6.871573,0,42.6
1999-06-28T00:00:00Z,9.712974,0,40.7
1999-06-29T00:00:00Z,11.800781,1.7,35.8
1999-06-30T00:00:00Z,0.06734822,0,6.2
1999-07-01T00:00:00Z,3.0938878,0,20.4
1999-07-02T00:00:00Z,6.853819,0,22.7
1999-07-03T00:00:00Z,6.6067257,0,26.9
1999-07-04T00:00:00Z,15.94515,0,67.8
1999-07-05T00:00:00Z,2.8358235,0,24.2
1999-07-06T00:00:00Z,7.133991,0,23.3
1999-07-07T00:00:00Z,2.5338836,0,12.5
1999-07-08T00:00:00Z,0.43566328,0,5.2
1999-07-09T00:00:00Z,8.060967,0,28.8
1999-07-10T00:00:00Z,1.6638031,0,11.8
1999-07-11T00:00:00Z,0.062400565,0,4.1
1999-07-12T00:00:00Z,0.09926359,0,4.1
1999-07-13T00:00:00Z,0.13069627,0,12.6
1999-07-14T00:00:00Z,3.93E-05,0,0.3
1999-07-15T00:00:00Z,0,0,0
1999-07-16T00:00:00Z,0,0,0
1999-07-17T00:00:00Z,1.3045135,0,14.3
1999-07-18T00:00:00Z,0.6748752,0,9.4
1999-07-19T00:00:00Z,6.066779,0,25
1999-07-20T00:00:00Z,0.1724557,0,5.2
1999-07-21T00:00:00Z,0.10827624,0,3.1
1999-07-22T00:00:00Z,0.86230516,0,51.5
1999-07-23T00:00:00Z,1.0540794,0,21.3
1999-07-24T00:00:00Z,3.5478969,0,29.4
1999-07-25T00:00:00Z,3.6370957,0,24.3
1999-07-26T00:00:00Z,0.6932725,0,11.1
1999-07-27T00:00:00Z,0.24315302,0,8.8
1999-07-28T00:00:00Z,0.17591636,0,7
1999-07-29T00:00:00Z,2.7757258,0,25.5
1999-07-30T00:00:00Z,1.5203688,0,16.2
1999-07-31T00:00:00Z,4.426518,0,23.4
1999-08-01T00:00:00Z,0.38657874,0,7
1999-08-02T00:00:00Z,0.043763183,0,2.4
1999-08-03T00:00:00Z,0.17860988,0,4.9
1999-08-04T00:00:00Z,6.0354156,0,22.3
1999-08-05T00:00:00Z,1.8967555,0,17.7
1999-08-06T00:00:00Z,2.0621388,0,9.5
1999-08-07T00:00:00Z,1.9430205,0,11.8
1999-08-08T00:00:00Z,8.10315,0.5,29.8
1999-08-09T00:00:00Z,0.13590777,0,2.5
1999-08-10T00:00:00Z,0.88675517,0,5.1
1999-08-11T00:00:00Z,1.1293083,0,46.5
1999-08-12T00:00:00Z,0.008580469,0,0.6
1999-08-13T00:00:00Z,5.7397203,0,33.6
1999-08-14T00:00:00Z,7.154729,0,31.9
1999-08-15T00:00:00Z,1.7862216,0,26
1999-08-16T00:00:00Z,0.24378215,0,11.7
1999-08-17T00:00:00Z,0.96869797,0,13.6
1999-08-18T00:00:00Z,0.13259478,0,2.4
1999-08-19T00:00:00Z,0.9559504,0,21.4
1999-08-20T00:00:00Z,10.1926365,0,69.5
1999-08-21T00:00:00Z,4.478781,0,29
1999-08-22T00:00:00Z,1.3047408,0,17.1
1999-08-23T00:00:00Z,0.12846349,0,2.2
1999-08-24T00:00:00Z,0.5747579,0,18.1
1999-08-25T00:00:00Z,0.4104425,0,11.3
1999-08-26T00:00:00Z,8.404731,0,62.7
1999-08-27T00:00:00Z,7.1636615,0,34.9
1999-08-28T00:00:00Z,0.20388903,0,4.8
1999-08-29T00:00:00Z,0.07624408,0,3.8
1999-08-30T00:00:00Z,4.44E-04,0,0.3
1999-08-31T00:00:00Z,0.002148935,0,0.5
1999-09-01T00:00:00Z,0,0,0
1999-09-02T00:00:00Z,0.002832396,0,0.6
1999-09-03T00:00:00Z,0.002835077,0,0.9
1999-09-04T00:00:00Z,0.00204607,0,0.7
1999-09-05T00:00:00Z,0.9207898,0,19
1999-09-06T00:00:00Z,8.0969715,0,37.8
1999-09-07T00:00:00Z,14.1818,0,36.7
1999-09-08T00:00:00Z,4.7111917,0,42.7
1999-09-09T00:00:00Z,2.100864,0,17.3
1999-09-10T00:00:00Z,4.3487453,0,73.4
1999-09-11T00:00:00Z,0.2692463,0,11.2
1999-09-12T00:00:00Z,0.002933777,0,1.6
1999-09-13T00:00:00Z,1.6193091,0,11.8
1999-09-14T00:00:00Z,5.7362027,0,24.9
1999-09-15T00:00:00Z,2.9541957,0,37.6
1999-09-16T00:00:00Z,77.09331,0,197.4
1999-09-17T00:00:00Z,6.380591,0,45.1
1999-09-18T00:00:00Z,0.001662354,0,0.6
1999-09-19T00:00:00Z,0.06760772,0,2.9
1999-09-20T00:00:00Z,11.583416,0,27.2
1999-09-21T00:00:00Z,4.742366,0,36.6
1999-09-22T00:00:00Z,10.715007,0,30.1
1999-09-23T00:00:00Z,0.117492534,0,3.1
1999-09-24T00:00:00Z,0.9348558,0,9.1
1999-09-25T00:00:00Z,0.36991835,0,4.5
1999-09-26T00:00:00Z,0.001010388,0,0.4
1999-09-27T00:00:00Z,0.010403509,0,0.9
1999-09-28T00:00:00Z,0.02159319,0,1.5
1999-09-29T00:00:00Z,7.0555267,0,48.3
1999-09-30T00:00:00Z,15.540505,1.1,56.9
1999-10-01T00:00:00Z,0.21889943,0,3.3
1999-10-02T00:00:00Z,0.8121037,0,8.6
1999-10-03T00:00:00Z,2.0659223,0,12.7
1999-10-04T00:00:00Z,14.858012,2,39.9
1999-10-05T00:00:00Z,0.80402184,0,25.6
1999-10-06T00:00:00Z,0.7476159,0,6
1999-10-07T00:00:00Z,0.013644309,0,3.3
1999-10-08T00:00:00Z,3.4517617,0,16.3
1999-10-09T00:00:00Z,1.8425032,0,11.1
1999-10-10T00:00:00Z,6.0413027,0,21
1999-10-11T00:00:00Z,0.7044091,0,3.7
1999-10-12T00:00:00Z,0.047413383,0,2.6
1999-10-13T00:00:00Z,16.507854,0.3,64.4
1999-10-14T00:00:00Z,5.220267,0.3,18.6
1999-10-15T00:00:00Z,0.019624222,0,0.8
1999-10-16T00:00:00Z,0.020938762,0,1.2
1999-10-17T00:00:00Z,5.099441,0,28.1
1999-10-18T00:00:00Z,1.2611959,0,25.8
1999-10-19T00:00:00Z,0.3706359,0,3.1
1999-10-20T00:00:00Z,3.1059604,0,32
1999-10-21T00:00:00Z,0.06416824,0,1.1
1999-10-22T00:00:00Z,6.3148026,0,21.6
1999-10-23T00:00:00Z,7.3934703,0,37.4
1999-10-24T00:00:00Z,2.0078464,0,9.3
1999-10-25T00:00:00Z,0.025917057,0,1
1999-10-26T00:00:00Z,0.030679261,0,0.8
1999-10-27T00:00:00Z,0.12597463,0,3.8
1999-10-28T00:00:00Z,2.19E-04,0,0.7
1999-10-29T00:00:00Z,0.011169509,0,0.7
1999-10-30T00:00:00Z,0.001582535,0,0.7
1999-10-31T00:00:00Z,0.12102108,0,1.7
1999-11-01T00:00:00Z,0.045514666,0,1.9
1999-11-02T00:00:00Z,18.915102,0,86
1999-11-03T00:00:00Z,2.609099,0,37.4
1999-11-04T00:00:00Z,0.53574497,0,9.7
1999-11-05T00:00:00Z,0.31207412,0,6
1999-11-06T00:00:00Z,1.83E-04,0,0.5
1999-11-07T00:00:00Z,0.019617517,0,0.8
1999-11-08T00:00:00Z,4.02E-04,0,1
1999-11-09T00:00:00Z,4.26E-04,0,1.1
1999-11-10T00:00:00Z,6.7799544,0,25.7
1999-11-11T00:00:00Z,0.10662462,0,2.7
1999-11-12T00:00:00Z,0.5689538,0,8.7
1999-11-13T00:00:00Z,0.18693583,0,4.6
1999-11-14T00:00:00Z,1.1906298,0,6.2
1999-11-15T00:00:00Z,0.42673403,0,3.9
1999-11-16T00:00:00Z,0.98631245,0,8.7
1999-11-17T00:00:00Z,0.014728713,0,1.2
1999-11-18T00:00:00Z,0.07524416,0,2.2
1999-11-19T00:00:00Z,0.1579898,0,5.1
1999-11-20T00:00:00Z,4.123877,0,13.4
1999-11-21T00:00:00Z,0.06307262,0,1.7
1999-11-22T00:00:00Z,0.22756931,0,2.4
1999-11-23T00:00:00Z,0.16945791,0,2.3
1999-11-24T00:00:00Z,0.68578017,0,4.4
1999-11-25T00:00:00Z,4.4271774,0,19.3
1999-11-26T00:00:00Z,31.478455,0.3,80.7
1999-11-27T00:00:00Z,2.9830406,0,31
1999-11-28T00:00:00Z,1.0472815,0,10.7
1999-11-29T00:00:00Z,2.1473916,0,18.3
1999-11-30T00:00:00Z,0.50713676,0,5.3
1999-12-01T00:00:00Z,3.53E-04,0,0.8
1999-12-02T00:00:00Z,0.0051618,0,1.1
1999-12-03T00:00:00Z,0.9215643,0,7.5
1999-12-04T00:00:00Z,2.8863661,0,8.9
1999-12-05T00:00:00Z,1.3246833,0,13.1
1999-12-06T00:00:00Z,4.513029,0,24.6
1999-12-07T00:00:00Z,0.38473308,0,25.4
1999-12-08T00:00:00Z,0.002228459,0,1.4
1999-12-09T00:00:00Z,0.04018929,0,1.3
1999-12-10T00:00:00Z,5.6725354,0.9,21.7
1999-12-11T00:00:00Z,0.686402,0,6.6
1999-12-12T00:00:00Z,0.07111987,0,1.9
1999-12-13T00:00:00Z,0.90855974,0,12.7
1999-12-14T00:00:00Z,13.42556,0,36.2
1999-12-15T00:00:00Z,2.874196,0,12.6
1999-12-16T00:00:00Z,2.0539916,0,10.2
1999-12-17T00:00:00Z,0.5857552,0,7.3
1999-12-18T00:00:00Z,0.01447561,0,2
1999-12-19T00:00:00Z,0.005084914,0,2.1
1999-12-20T00:00:00Z,9.151643,0,26.3
1999-12-21T00:00:00Z,0.15569995,0,2.8
1999-12-22T00:00:00Z,0.5879489,0,9
1999-12-23T00:00:00Z,1.3366194,0,13.2
1999-12-24T00:00:00Z,0.45002633,0,5.1
1999-12-25T00:00:00Z,0.040251095,0,1.3
1999-12-26T00:00:00Z,1.2067888,0,7.2
1999-12-27T00:00:00Z,0.6024854,0,5.1
1999-12-28T00:00:00Z,0.71201384,0,8.3
1999-12-29T00:00:00Z,0.25068665,0,3.8
1999-12-30T00:00:00Z,0.2586098,0,2.5
1999-12-31T00:00:00Z,0.055614077,0,2.6
2000-01-01T00:00:00Z,0.070618704,0,2.4
2000-01-02T00:00:00Z,2.9964182,0,11.7
2000-01-03T00:00:00Z,11.111183,0,34
2000-01-04T00:00:00Z,12.334147,1.5,61
2000-01-05T00:00:00Z,0.04545985,0,9.2
2000-01-06T00:00:00Z,0.006120549,0,0.5
2000-01-07T00:00:00Z,0.6101212,0,3.8
2000-01-08T00:00:00Z,0.06309382,0,1.2
2000-01-09T00:00:00Z,0.72390497,0,3.9
2000-01-10T00:00:00Z,15.477462,2.7,30.8
2000-01-11T00:00:00Z,3.4634876,0,12.2
2000-01-12T00:00:00Z,1.1106738,0,6.8
2000-01-13T00:00:00Z,4.840194,0,13.6
2000-01-14T00:00:00Z,0.038368423,0,1.5
2000-01-15T00:00:00Z,0.04729882,0,2.4
2000-01-16T00:00:00Z,1.0372738,0,4.3
2000-01-17T00:00:00Z,0.001542713,0,0.6
2000-01-18T00:00:00Z,0.027376214,0,3.4
2000-01-19T00:00:00Z,0.50372654,0,8.8
2000-01-20T00:00:00Z,4.369105,0,10.3
2000-01-21T00:00:00Z,0.28610885,0,2
2000-01-22T00:00:00Z,0.01736377,0,1.4
2000-01-23T00:00:00Z,0.030402998,0,1
2000-01-24T00:00:00Z,0.0693915,0,2
2000-01-25T00:00:00Z,9.387902,0,34
2000-01-26T00:00:00Z,1.2997305,0,7.3
2000-01-27T00:00:00Z,0.22147493,0,2.8
2000-01-28T00:00:00Z,3.41E-04,0,0.4
2000-01-29T00:00:00Z,3.14E-04,0,0.5
2000-01-30T00:00:00Z,7.0322657,0,26.4
2000-01-31T00:00:00Z,5.335672,0,23.9
2000-02-01T00:00:00Z,1.5627264,0,11.7
2000-02-02T00:00:00Z,0.13207178,0,2.1
2000-02-03T00:00:00Z,0.90485644,0,5.4
2000-02-04T00:00:00Z,0.31255078,0,3.3
2000-02-05T00:00:00Z,1.4537115,0,8
2000-02-06T00:00:00Z,0.09543367,0,1
2000-02-07T00:00:00Z,0.57245326,0,4.1
2000-02-08T00:00:00Z,4.75E-04,0,0.4
2000-02-09T00:00:00Z,0.36963177,0,3.4
2000-02-10T00:00:00Z,2.1030357,0,9.1
2000-02-11T00:00:00Z,2.6274655,0,10.8
2000-02-12T00:00:00Z,1.37E-04,0,0.3
2000-02-13T00:00:00Z,3.6260097,0,8.1
2000-02-14T00:00:00Z,19.03855,5.8,34.6
2000-02-15T00:00:00Z,0.36368805,0,2.8
2000-02-16T00:00:00Z,2.0825918,0,9.1
2000-02-17T00:00:00Z,0.48423722,0,8.3
2000-02-18T00:00:00Z,8.406082,0,20.4
2000-02-19T00:00:00Z,4.5693383,0,14.1
2000-02-20T00:00:00Z,0.6384258,0,3.9
2000-02-21T00:00:00Z,0.26769695,0,3.3
2000-02-22T00:00:00Z,0.06403653,0,1.8
2000-02-23T00:00:00Z,0.118505515,0,2.6
2000-02-24T00:00:00Z,3.5773032,0,20
2000-02-25T00:00:00Z,6.9693604,0,16.4
2000-02-26T00:00:00Z,0.032335635,0,2.2
2000-02-27T00:00:00Z,8.895446,0,26.5
2000-02-28T00:00:00Z,3.618675,0,16
2000-02-29T00:00:00Z,0.021473635,0,0.8
2000-03-01T00:00:00Z,1.9227511,0,11.4
2000-03-02T00:00:00Z,2.5586326,0,20.9
2000-03-03T00:00:00Z,0.0809676,0,1.7
2000-03-04T00:00:00Z,0.01464317,0,0.8
2000-03-05T00:00:00Z,0.1920933,0,3.8
2000-03-06T00:00:00Z,0,0,0
2000-03-07T00:00:00Z,0.8316444,0,4.6
2000-03-08T00:00:00Z,0.13878778,0,1.4
2000-03-09T00:00:00Z,6.2243204,0,15.7
2000-03-10T00:00:00Z,0.111932635,0,1
2000-03-11T00:00:00Z,12.594189,1.6,60
2000-03-12T00:00:00Z,6.6510973,0,19.5
2000-03-13T00:00:00Z,0.17090786,0,3.2
2000-03-14T00:00:00Z,0.58088547,0,3
2000-03-15T00:00:00Z,1.5388101,0,13.2
2000-03-16T00:00:00Z,12.36531,1.5,28
2000-03-17T00:00:00Z,2.9585106,0,23.3
2000-03-18T00:00:00Z,0.053432506,0,1.6
2000-03-19T00:00:00Z,0.014778444,0,1.5
2000-03-20T00:00:00Z,0.00234041,0,0.6
2000-03-21T00:00:00Z,0.5441428,0,19.5
2000-03-22T00:00:00Z,0.003881656,0,1.1
2000-03-23T00:00:00Z,0,0,0
2000-03-24T00:00:00Z,0.001485148,0,0.5
2000-03-25T00:00:00Z,2.2542253,0,9.1
2000-03-26T00:00:00Z,0.11546244,0,2.9
2000-03-27T00:00:00Z,3.841628,0,14.5
2000-03-28T00:00:00Z,18.087036,0,50.9
2000-03-29T00:00:00Z,3.2321606,0,12.7
2000-03-30T00:00:00Z,0.5593133,0,4.3
2000-03-31T00:00:00Z,0.030229377,0,1
2000-04-01T00:00:00Z,7.30E-05,0,0.3
2000-04-02T00:00:00Z,5.5330076,0,19.1
2000-04-03T00:00:00Z,15.822437,0,44.1
2000-04-04T00:00:00Z,15.706057,2.6,37.3
2000-04-05T00:00:00Z,0.37561983,0,2.6
2000-04-06T00:00:00Z,1.14119,0,7
2000-04-07T00:00:00Z,4.071658,0,20.5
2000-04-08T00:00:00Z,19.759094,0,51.8
2000-04-09T00:00:00Z,11.077682,0,40.9
2000-04-10T00:00:00Z,0.7740664,0,7.4
2000-04-11T00:00:00Z,3.786749,0,23.4
2000-04-12T00:00:00Z,0.8403325,0,5.3
2000-04-13T00:00:00Z,0.011921186,0,0.6
2000-04-14T00:00:00Z,0.006098096,0,0.7
2000-04-15T00:00:00Z,0.3787728,0,16.8
2000-04-16T00:00:00Z,0.41522756,0,13.9
2000-04-17T00:00:00Z,4.6482882,0,21.7
2000-04-18T00:00:00Z,4.520012,0,22.5
2000-04-19T00:00:00Z,0.22399583,0,2
2000-04-20T00:00:00Z,7.211297,0,35.9
2000-04-21T00:00:00Z,18.97489,3.3,79.7
2000-04-22T00:00:00Z,7.6328745,0.3,19.7
2000-04-23T00:00:00Z,3.4958494,0,21.2
2000-04-24T00:00:00Z,0.30723676,0,6.9
2000-04-25T00:00:00Z,0.017566765,0,1.7
2000-04-26T00:00:00Z,1.625059,0,10.8
2000-04-27T00:00:00Z,2.0967195,0,10.6
2000-04-28T00:00:00Z,0.32842535,0,4
2000-04-29T00:00:00Z,0.17507078,0,1.7
2000-04-30T00:00:00Z,3.29E-04,0,0.3
2000-05-01T00:00:00Z,5.663913,0,24.6
2000-05-02T00:00:00Z,0.89308476,0,7.7
2000-05-03T00:00:00Z,0,0,0
2000-05-04T00:00:00Z,1.0463167,0,13.2
2000-05-05T00:00:00Z,3.4928913,0,15.9
2000-05-06T00:00:00Z,0.35659036,0,4.7
2000-05-07T00:00:00Z,0.7390742,0,5.9
2000-05-08T00:00:00Z,3.641722,0,22
2000-05-09T00:00:00Z,7.642688,0,42.6
2000-05-10T00:00:00Z,29.523855,6.4,75
2000-05-11T00:00:00Z,1.8665107,0,9.5
2000-05-12T00:00:00Z,11.716009,0,54.3
2000-05-13T00:00:00Z,19.030346,0.6,58.6
2000-05-14T00:00:00Z,0.27562943,0,5.3
2000-05-15T00:00:00Z,0.022776334,0,0.6
2000-05-16T00:00:00Z,0.3580233,0,3.2
2000-05-17T00:00:00Z,0.6784623,0,12.7
2000-05-18T00:00:00Z,19.015234,7.3,55.8
2000-05-19T00:00:00Z,7.399612,0,24.4
2000-05-20T00:00:00Z,3.1655436,0,13
2000-05-21T00:00:00Z,1.5419347,0,6.3
2000-05-22T00:00:00Z,2.5961878,0,14.6
2000-05-23T00:00:00Z,6.9062905,1.2,28.1
2000-05-24T00:00:00Z,14.903665,2.1,40.3
2000-05-25T00:00:00Z,3.6159563,0,12.3
2000-05-26T00:00:00Z,0.1976012,0,5.3
2000-05-27T00:00:00Z,0.034138765,0,1.1
2000-05-28T00:00:00Z,6.47E-04,0,0.4
2000-05-29T00:00:00Z,0,0,0
2000-05-30T00:00:00Z,0,0,0
2000-05-31T00:00:00Z,0.3538495,0,10.5
2000-06-01T00:00:00Z,0.2518386,0,2.2
2000-06-02T00:00:00Z,7.401327,0.3,24.3
2000-06-03T00:00:00Z,0.16547458,0,3
2000-06-04T00:00:00Z,0.27772126,0,2.9
2000-06-05T00:00:00Z,6.740406,0,17.3
2000-06-06T00:00:00Z,27.96155,0.6,125.8
2000-06-07T00:00:00Z,1.5398234,0,18.4
2000-06-08T00:00:00Z,0.30400896,0,3.6
2000-06-09T00:00:00Z,3.6705327,0,15.3
2000-06-10T00:00:00Z,0.2772093,0,4.1
2000-06-11T00:00:00Z,13.952448,0.7,33.6
2000-06-12T00:00:00Z,3.0213928,0,14.9
