TIMESTEP,MEAN,MINIMUM(mm),MAXIMUM(mm)
1986-07-07T00:00:00Z,1.7453874,0,15.5
1986-07-08T00:00:00Z,1.2758038,0,16.1
1986-07-09T00:00:00Z,0.46725926,0,9.4
1986-07-10T00:00:00Z,0.096973576,0,2.8
1986-07-11T00:00:00Z,4.2840753,0,24.3
1986-07-12T00:00:00Z,24.212358,6.1,52.7
1986-07-13T00:00:00Z,10.349984,0.3,27.9
1986-07-14T00:00:00Z,1.1165833,0,7.6
1986-07-15T00:00:00Z,0.43769976,0,6
1986-07-16T00:00:00Z,1.0677122,0,16.7
1986-07-17T00:00:00Z,1.4319018,0,13.7
1986-07-18T00:00:00Z,3.8798501,0,30.6
1986-07-19T00:00:00Z,4.1179376,0,23.8
1986-07-20T00:00:00Z,8.36903,0,41
1986-07-21T00:00:00Z,0.05805499,0,2
1986-07-22T00:00:00Z,0.12085974,0,8
1986-07-23T00:00:00Z,0.001813358,0,0.7
1986-07-24T00:00:00Z,0.29576853,0,5.4
1986-07-25T00:00:00Z,0.21963225,0,3.3
1986-07-26T00:00:00Z,15.333922,0.6,47.3
1986-07-27T00:00:00Z,1.6812285,0,17
1986-07-28T00:00:00Z,4.3662205,0,27.4
1986-07-29T00:00:00Z,10.794655,0.4,32.8
1986-07-30T00:00:00Z,10.79662,0,34.6
1986-07-31T00:00:00Z,7.649655,0,33.5
1986-08-01T00:00:00Z,8.309303,0,30.2
1986-08-02T00:00:00Z,4.61679,0,40.1
1986-08-03T00:00:00Z,1.4894208,0,11.6
1986-08-04T00:00:00Z,0.10406882,0,6.2
1986-08-05T00:00:00Z,1.110692,0,12.9
1986-08-06T00:00:00Z,8.795729,0,35.6
1986-08-07T00:00:00Z,11.244568,0,45.2
1986-08-08T00:00:00Z,7.0085487,0,31.1
1986-08-09T00:00:00Z,3.1616654,0,15.5
1986-08-10T00:00:00Z,8.161866,0.8,31.3
1986-08-11T00:00:00Z,1.8876871,0,8.1
1986-08-12T00:00:00Z,0.020821808,0,0.6
1986-08-13T00:00:00Z,0.0993414,0,4.9
1986-08-14T00:00:00Z,3.3143697,0,24.9
1986-08-15T00:00:00Z,12.964104,0,40.4
1986-08-16T00:00:00Z,4.594667,0,34.4
1986-08-17T00:00:00Z,4.65811,0,42.4
1986-08-18T00:00:00Z,1.5252529,0,18.9
1986-08-19T00:00:00Z,0.001222521,0,0.3
1986-08-20T00:00:00Z,0.6946427,0,34.4
1986-08-21T00:00:00Z,2.5890775,0,23.8
1986-08-22T00:00:00Z,0.6465162,0,9.9
1986-08-23T00:00:00Z,10.487119,1.7,33.6
1986-08-24T00:00:00Z,2.8633537,0,26.1
1986-08-25T00:00:00Z,0.91999674,0,10.4
1986-08-26T00:00:00Z,1.8508857,0,13.6
1986-08-27T00:00:00Z,10.06711,0,45.6
1986-08-28T00:00:00Z,1.4047284,0,10.4
1986-08-29T00:00:00Z,0.006349889,0,0.6
1986-08-30T00:00:00Z,0.025660953,0,1
1986-08-31T00:00:00Z,0.032653723,0,1.3
1986-09-01T00:00:00Z,0,0,0
1986-09-02T00:00:00Z,0.08755833,0,5.7
1986-09-03T00:00:00Z,0.23857225,0,4.1
1986-09-04T00:00:00Z,0.2558247,0,8.1
1986-09-05T00:00:00Z,5.354373,0,17.3
1986-09-06T00:00:00Z,0.21837234,0,2.9
1986-09-07T00:00:00Z,0.26611635,0,5.4
1986-09-08T00:00:00Z,0.024879303,0,1.9
1986-09-09T00:00:00Z,0.009035112,0,0.8
1986-09-10T00:00:00Z,1.7527128,0,17.4
1986-09-11T00:00:00Z,7.71034,0,43.3
1986-09-12T00:00:00Z,1.9747198,0,6.9
1986-09-13T00:00:00Z,0.3058461,0,2.1
1986-09-14T00:00:00Z,0.61607975,0,7.2
1986-09-15T00:00:00Z,8.729324,0,25.3
1986-09-16T00:00:00Z,3.6489894,0,15.8
1986-09-17T00:00:00Z,0.07855309,0,1.4
1986-09-18T00:00:00Z,1.4581054,0,10.9
1986-09-19T00:00:00Z,2.2140558,0,14.8
1986-09-20T00:00:00Z,5.6004577,0,21.9
1986-09-21T00:00:00Z,1.4573827,0,19.7
1986-09-22T00:00:00Z,4.656363,0,19.9
1986-09-23T00:00:00Z,16.402395,2,41.9
1986-09-24T00:00:00Z,0.2912696,0,4.5
1986-09-25T00:00:00Z,1.845631,0,15.4
1986-09-26T00:00:00Z,5.4316397,0,37.8
1986-09-27T00:00:00Z,1.1331764,0,6.5
1986-09-28T00:00:00Z,0.5744558,0,6.6
1986-09-29T00:00:00Z,14.728351,0,53.3
1986-09-30T00:00:00Z,7.711208,0,28.1
1986-10-01T00:00:00Z,1.9317919,0,8.7
1986-10-02T00:00:00Z,7.3558908,1.2,22
1986-10-03T00:00:00Z,17.162313,2.3,64.2
1986-10-04T00:00:00Z,6.5397463,0.7,17.8
1986-10-05T00:00:00Z,2.0095336,0,16.3
1986-10-06T00:00:00Z,2.062028,0,9.1
1986-10-07T00:00:00Z,0.1551433,0,2.4
1986-10-08T00:00:00Z,1.5256337,0,6.8
1986-10-09T00:00:00Z,0.76347727,0,4.9
1986-10-10T00:00:00Z,0.04481723,0,0.7
1986-10-11T00:00:00Z,0.043804295,0,3.1
1986-10-12T00:00:00Z,1.1774855,0,9
1986-10-13T00:00:00Z,12.6973505,1.7,35.3
1986-10-14T00:00:00Z,7.258487,1.8,27.6
1986-10-15T00:00:00Z,1.5157268,0,21.7
1986-10-16T00:00:00Z,1.3739064,0,7.5
1986-10-17T00:00:00Z,0.5935688,0,5.7
1986-10-18T00:00:00Z,0.321051,0,5
1986-10-19T00:00:00Z,0.011588106,0,2
1986-10-20T00:00:00Z,0.3268607,0,6.9
1986-10-21T00:00:00Z,0.35828727,0,5.1
1986-10-22T00:00:00Z,1.0478104,0,5.7
1986-10-23T00:00:00Z,1.4069761,0,8.1
1986-10-24T00:00:00Z,0.2341307,0,3.9
1986-10-25T00:00:00Z,1.1231121,0,4.9
1986-10-26T00:00:00Z,7.9453626,0,18.2
1986-10-27T00:00:00Z,4.755247,0,11.8
1986-10-28T00:00:00Z,2.4494267,0,15
1986-10-29T00:00:00Z,2.8781874,0,9.1
1986-10-30T00:00:00Z,0.8521524,0,3.5
1986-10-31T00:00:00Z,0.25205067,0,5
1986-11-01T00:00:00Z,1.7215632,0,5.5
1986-11-02T00:00:00Z,3.3045442,0,11.1
1986-11-03T00:00:00Z,0.42969596,0,2
1986-11-04T00:00:00Z,1.6036674,0,11.6
1986-11-05T00:00:00Z,5.4100385,0,15.3
1986-11-06T00:00:00Z,5.320464,0,17
1986-11-07T00:00:00Z,1.1078563,0,5.3
1986-11-08T00:00:00Z,8.054571,0.3,40.1
1986-11-09T00:00:00Z,4.110956,0,13.2
1986-11-10T00:00:00Z,1.6204948,0,6.5
1986-11-11T00:00:00Z,5.769368,0.4,25.7
1986-11-12T00:00:00Z,0.57694507,0,6
1986-11-13T00:00:00Z,1.2935196,0,5.5
1986-11-14T00:00:00Z,0.030359887,0,1
1986-11-15T00:00:00Z,0.29248363,0,5.6
1986-11-16T00:00:00Z,0.10731114,0,2.1
1986-11-17T00:00:00Z,1.758005,0,22.6
1986-11-18T00:00:00Z,4.916708,0,19.7
1986-11-19T00:00:00Z,5.1108727,0,35
1986-11-20T00:00:00Z,10.868117,2.1,34.2
1986-11-21T00:00:00Z,8.230593,0.7,28.3
1986-11-22T00:00:00Z,0.17803882,0,1.9
1986-11-23T00:00:00Z,0.11982124,0,2.8
1986-11-24T00:00:00Z,2.3341167,0,13.8
1986-11-25T00:00:00Z,3.0566077,0,11.4
1986-11-26T00:00:00Z,21.368498,4.9,48.8
1986-11-27T00:00:00Z,0.62649304,0,10.4
1986-11-28T00:00:00Z,0,0,0
1986-11-29T00:00:00Z,0.09506909,0,6.3
1986-11-30T00:00:00Z,0.4767174,0,11
1986-12-01T00:00:00Z,4.7568045,0,14.8
1986-12-02T00:00:00Z,17.382975,5.6,44.8
1986-12-03T00:00:00Z,11.198287,1.1,43.6
1986-12-04T00:00:00Z,1.230771,0,12.2
1986-12-05T00:00:00Z,0.5288462,0,4.7
1986-12-06T00:00:00Z,2.1719742,0,10.5
1986-12-07T00:00:00Z,3.2910585,0,14.4
1986-12-08T00:00:00Z,2.932036,0,10.6
1986-12-09T00:00:00Z,8.977695,2.5,32
1986-12-10T00:00:00Z,0.42768174,0,5.9
1986-12-11T00:00:00Z,0.95895356,0,6.4
1986-12-12T00:00:00Z,0.7407406,0,4.4
1986-12-13T00:00:00Z,0.07979933,0,1.5
1986-12-14T00:00:00Z,0.2495054,0,2.5
1986-12-15T00:00:00Z,0,0,0
1986-12-16T00:00:00Z,0.58272636,0,4.8
1986-12-17T00:00:00Z,0.35031185,0,8.2
1986-12-18T00:00:00Z,12.01656,0.7,43.1
1986-12-19T00:00:00Z,2.5211334,0,20.3
1986-12-20T00:00:00Z,0.05642526,0,1.4
1986-12-21T00:00:00Z,4.39E-04,0,0.3
1986-12-22T00:00:00Z,0.04639747,0,2.2
1986-12-23T00:00:00Z,0.5055342,0,4.4
1986-12-24T00:00:00Z,7.567466,0.5,22.8
1986-12-25T00:00:00Z,5.9848833,1.1,21.9
1986-12-26T00:00:00Z,0,0,0
1986-12-27T00:00:00Z,0.04995353,0,2.5
1986-12-28T00:00:00Z,0.045284852,0,3.7
1986-12-29T00:00:00Z,0.22255312,0,6.5
1986-12-30T00:00:00Z,0.20632657,0,14.2
1986-12-31T00:00:00Z,0.07543367,0,4.1
1987-01-01T00:00:00Z,3.3790376,0,30.4
1987-01-02T00:00:00Z,16.08107,4.8,43.2
1987-01-03T00:00:00Z,0.5622833,0,12.2
1987-01-04T00:00:00Z,0.6153932,0,13.3
1987-01-05T00:00:00Z,0.008861506,0,0.9
1987-01-06T00:00:00Z,0.72352403,0,5.1
1987-01-07T00:00:00Z,1.3908792,0,8
1987-01-08T00:00:00Z,0.3126959,0,1.9
1987-01-09T00:00:00Z,2.708654,0,13.8
1987-01-10T00:00:00Z,6.828717,1.1,17.8
1987-01-11T00:00:00Z,4.45577,0,11.4
1987-01-12T00:00:00Z,1.6772525,0,7.7
1987-01-13T00:00:00Z,0.3621105,0,2.8
1987-01-14T00:00:00Z,0.27504852,0,3
1987-01-15T00:00:00Z,2.2063086,0,11.9
1987-01-16T00:00:00Z,0.046889838,0,2
1987-01-17T00:00:00Z,0.9166762,0,10.3
1987-01-18T00:00:00Z,6.0304055,0,39.9
1987-01-19T00:00:00Z,7.2786984,0,18.4
1987-01-20T00:00:00Z,0.20965914,0,2.9
1987-01-21T00:00:00Z,3.5816138,0,16.6
1987-01-22T00:00:00Z,14.141213,0.9,37.5
1987-01-23T00:00:00Z,3.2404063,0,23.1
1987-01-24T00:00:00Z,1.2376134,0,19.7
1987-01-25T00:00:00Z,0.4592847,0,6.5
1987-01-26T00:00:00Z,0.18932971,0,12.3
1987-01-27T00:00:00Z,0.02567785,0,1.5
1987-01-28T00:00:00Z,0.03631205,0,1.1
1987-01-29T00:00:00Z,2.195515,0,10
1987-01-30T00:00:00Z,4.269856,0,12.7
1987-01-31T00:00:00Z,1.1082869,0,3.9
1987-02-01T00:00:00Z,0.6358979,0,5
1987-02-02T00:00:00Z,0.9494556,0,4
1987-02-03T00:00:00Z,0.80612063,0,4.1
1987-02-04T00:00:00Z,0.89437103,0,3.7
1987-02-05T00:00:00Z,0.02650483,0,0.5
1987-02-06T00:00:00Z,0.40887788,0,4.1
1987-02-07T00:00:00Z,1.3337321,0,12.5
1987-02-08T00:00:00Z,2.070816,0,10.7
1987-02-09T00:00:00Z,0.82978296,0,11.4
1987-02-10T00:00:00Z,0.14668714,0,1.5
1987-02-11T00:00:00Z,0.118017934,0,4
1987-02-12T00:00:00Z,0.6988982,0,5.8
1987-02-13T00:00:00Z,0.24068855,0,3.2
1987-02-14T00:00:00Z,0,0,0
1987-02-15T00:00:00Z,0.007677673,0,0.6
1987-02-16T00:00:00Z,0.006731861,0,0.6
1987-02-17T00:00:00Z,0.004433761,0,0.5
1987-02-18T00:00:00Z,0.002015452,0,0.5
1987-02-19T00:00:00Z,0,0,0
1987-02-20T00:00:00Z,5.48E-04,0,0.3
1987-02-21T00:00:00Z,0.0095511,0,1.1
1987-02-22T00:00:00Z,0.35450992,0,3.3
1987-02-23T00:00:00Z,0.8234188,0,12.2
1987-02-24T00:00:00Z,1.25E-04,0,0.6
1987-02-25T00:00:00Z,7.30E-05,0,0.3
1987-02-26T00:00:00Z,0,0,0
1987-02-27T00:00:00Z,0.26491362,0,3.4
1987-02-28T00:00:00Z,5.038427,1,14.4
1987-03-01T00:00:00Z,19.9109,2.9,50.7
1987-03-02T00:00:00Z,1.7906679,0,6.9
1987-03-03T00:00:00Z,0.53744036,0,4.2
1987-03-04T00:00:00Z,0.03518792,0,0.8
1987-03-05T00:00:00Z,0.02305331,0,1
1987-03-06T00:00:00Z,0.036408428,0,1
1987-03-07T00:00:00Z,0,0,0
1987-03-08T00:00:00Z,0,0,0
1987-03-09T00:00:00Z,0.04879706,0,3.4
1987-03-10T00:00:00Z,0.008484824,0,0.7
1987-03-11T00:00:00Z,0.05190348,0,2.7
1987-03-12T00:00:00Z,0.108106084,0,5.4
1987-03-13T00:00:00Z,0.013812171,0,0.9
1987-03-14T00:00:00Z,0.006595146,0,1.7
1987-03-15T00:00:00Z,0.10319715,0,7.5
1987-03-16T00:00:00Z,0.2850254,0,4.8
1987-03-17T00:00:00Z,0.06417379,0,1.1
1987-03-18T00:00:00Z,0.017779935,0,0.7
1987-03-19T00:00:00Z,0.34231934,0,3.4
1987-03-20T00:00:00Z,0.5698027,0,6.8
1987-03-21T00:00:00Z,1.4749236,0,12.9
1987-03-22T00:00:00Z,0.13048087,0,1.5
1987-03-23T00:00:00Z,0.044523757,0,0.9
1987-03-24T00:00:00Z,1.247178,0,10.3
1987-03-25T00:00:00Z,3.9408534,0,15.8
1987-03-26T00:00:00Z,1.7969502,0,6.5
1987-03-27T00:00:00Z,0.19621,0,3.7
1987-03-28T00:00:00Z,0.779731,0,15.6
1987-03-29T00:00:00Z,0.5874255,0,14.4
1987-03-30T00:00:00Z,8.558881,0,48.8
1987-03-31T00:00:00Z,13.688262,2.6,67.7
1987-04-01T00:00:00Z,2.6957622,0,11.1
1987-04-02T00:00:00Z,4.032776,0,14.1
1987-04-03T00:00:00Z,2.7608955,0,18.5
1987-04-04T00:00:00Z,29.414242,0.8,154.3
1987-04-05T00:00:00Z,7.2287374,0.9,26.2
1987-04-06T00:00:00Z,7.2900305,0.7,30.6
1987-04-07T00:00:00Z,3.449841,0,17
1987-04-08T00:00:00Z,0.11634364,0,1.3
1987-04-09T00:00:00Z,0.05267314,0,0.9
1987-04-10T00:00:00Z,0.13759017,0,2.5
1987-04-11T00:00:00Z,3.0539145,0,12.4
1987-04-12T00:00:00Z,8.444113,0,36.3
1987-04-13T00:00:00Z,7.3120832,0,47.3
1987-04-14T00:00:00Z,0.10601614,0,2.5
1987-04-15T00:00:00Z,0.42057917,0,6.4
1987-04-16T00:00:00Z,0.65822303,0,8.6
1987-04-17T00:00:00Z,3.4669163,0,29.7
1987-04-18T00:00:00Z,0.18815164,0,2.4
1987-04-19T00:00:00Z,0.03306961,0,1.7
1987-04-20T00:00:00Z,0.010132303,0,1.2
1987-04-21T00:00:00Z,0.031125877,0,1.1
1987-04-22T00:00:00Z,0.13755699,0,2.2
1987-04-23T00:00:00Z,2.8971648,0,16.7
1987-04-24T00:00:00Z,7.7307305,0.7,31
1987-04-25T00:00:00Z,0.33921,0,4.2
1987-04-26T00:00:00Z,5.14E-04,0,0.9
1987-04-27T00:00:00Z,4.33377,0,26.4
1987-04-28T00:00:00Z,4.567706,0,28.7
1987-04-29T00:00:00Z,3.0020576,0,12.7
1987-04-30T00:00:00Z,0.91690993,0,5.5
1987-05-01T00:00:00Z,0.007145755,0,0.5
1987-05-02T00:00:00Z,0.5923894,0,8.9
1987-05-03T00:00:00Z,1.9818026,0,18.5
1987-05-04T00:00:00Z,1.206185,0,13.5
1987-05-05T00:00:00Z,1.4585841,0,9.9
1987-05-06T00:00:00Z,0.90533596,0,4.7
1987-05-07T00:00:00Z,0.023771092,0,2.1
1987-05-08T00:00:00Z,0.0772106,0,1.3
1987-05-09T00:00:00Z,0.07459426,0,1.2
1987-05-10T00:00:00Z,0.35609648,0,3
1987-05-11T00:00:00Z,0.31566435,0,4.4
1987-05-12T00:00:00Z,2.2075706,0,11.1
1987-05-13T00:00:00Z,0.15016533,0,2.7
1987-05-14T00:00:00Z,2.1081042,0,18.6
1987-05-15T00:00:00Z,4.5436735,0,14.9
1987-05-16T00:00:00Z,0.30111578,0,3.3
1987-05-17T00:00:00Z,0.9759537,0,5.4
1987-05-18T00:00:00Z,2.2655573,0,10.6
1987-05-19T00:00:00Z,0.894373,0,5.5
1987-05-20T00:00:00Z,0.4020104,0,3.7
1987-05-21T00:00:00Z,1.5458823,0,12.8
1987-05-22T00:00:00Z,4.480591,0,19.9
1987-05-23T00:00:00Z,2.97271,0,22.4
1987-05-24T00:00:00Z,0.15875426,0,2.6
1987-05-25T00:00:00Z,0.55508745,0,11.9
1987-05-26T00:00:00Z,2.830843,0,18.3
1987-05-27T00:00:00Z,2.6942062,0,11.8
1987-05-28T00:00:00Z,6.50627,0,23.8
1987-05-29T00:00:00Z,0.56346506,0,7
1987-05-30T00:00:00Z,1.0606236,0,14
1987-05-31T00:00:00Z,1.3980565,0,11.7
1987-06-01T00:00:00Z,4.3092175,0,17.2
1987-06-02T00:00:00Z,8.511322,0,21.2
1987-06-03T00:00:00Z,5.0823298,0,16.3
1987-06-04T00:00:00Z,4.918849,0,21.5
1987-06-05T00:00:00Z,0.57762384,0,6.1
1987-06-06T00:00:00Z,0.08269468,0,1.7
1987-06-07T00:00:00Z,6.8067026,0,18.3
1987-06-08T00:00:00Z,6.6694183,0,27.9
1987-06-09T00:00:00Z,1.5999932,0,14.2
1987-06-10T00:00:00Z,0.1902693,0,5.2
1987-06-11T00:00:00Z,0.35957643,0,2.6
1987-06-12T00:00:00Z,12.182789,1.4,43.7
1987-06-13T00:00:00Z,1.5780822,0,16
1987-06-14T00:00:00Z,0.23140046,0,6.9
1987-06-15T00:00:00Z,0.062790066,0,4.3
1987-06-16T00:00:00Z,0.19238882,0,7.6
1987-06-17T00:00:00Z,3.65E-05,0,0.3
1987-06-18T00:00:00Z,0.07401604,0,3.2
1987-06-19T00:00:00Z,0.03512705,0,3.5
1987-06-20T00:00:00Z,1.4189713,0,15.6
1987-06-21T00:00:00Z,9.957848,0,34.8
1987-06-22T00:00:00Z,22.287199,0.5,58.8
1987-06-23T00:00:00Z,2.3853316,0,19.2
1987-06-24T00:00:00Z,0.062103253,0,6.2
1987-06-25T00:00:00Z,0.83325464,0,9.3
1987-06-26T00:00:00Z,5.168044,0,20.1
1987-06-27T00:00:00Z,7.6534495,0.8,33.6
1987-06-28T00:00:00Z,1.9024874,0,8.2
1987-06-29T00:00:00Z,2.117387,0,25.1
1987-06-30T00:00:00Z,5.3831964,0,20.8
1987-07-01T00:00:00Z,4.9009457,0,19
1987-07-02T00:00:00Z,15.183464,0.3,42.7
1987-07-03T00:00:00Z,3.638313,0,19.3
1987-07-04T00:00:00Z,2.1714091,0,13.9
1987-07-05T00:00:00Z,1.6158658,0,38
1987-07-06T00:00:00Z,3.1308098,0,24.7
1987-07-07T00:00:00Z,6.5452414,0,37.9
1987-07-08T00:00:00Z,5.293593,0,27.3
1987-07-09T00:00:00Z,1.4336697,0,14.7
1987-07-10T00:00:00Z,1.8324316,0,15.6
1987-07-11T00:00:00Z,0.9071408,0,11.1
1987-07-12T00:00:00Z,5.140884,0,32
1987-07-13T00:00:00Z,7.342274,0,23.4
1987-07-14T00:00:00Z,16.12138,1.2,49.1
1987-07-15T00:00:00Z,0.998795,0,13.3
1987-07-16T00:00:00Z,0.017651355,0,0.7
1987-07-17T00:00:00Z,0.5473821,0,8.5
1987-07-18T00:00:00Z,2.164122,0,18
1987-07-19T00:00:00Z,0.61972094,0,13.2
1987-07-20T00:00:00Z,6.4197845,0,34.3
1987-07-21T00:00:00Z,0.26929352,0,6.3
1987-07-22T00:00:00Z,0.04090543,0,2.2
1987-07-23T00:00:00Z,1.5739243,0,21.2
1987-07-24T00:00:00Z,4.7856827,0,34.3
1987-07-25T00:00:00Z,7.438012,0,37.8
1987-07-26T00:00:00Z,3.208421,0,17.6
1987-07-27T00:00:00Z,0.5380909,0,5
1987-07-28T00:00:00Z,0.0721117,0,3.2
1987-07-29T00:00:00Z,1.4450752,0,14.1
1987-07-30T00:00:00Z,4.933796,0,21
1987-07-31T00:00:00Z,0.042239103,0,1.3
1987-08-01T00:00:00Z,1.346339,0,8.6
1987-08-02T00:00:00Z,12.068924,1.5,56.1
1987-08-03T00:00:00Z,5.0341682,0,25.9
1987-08-04T00:00:00Z,0.91876054,0,33.8
1987-08-05T00:00:00Z,1.3403366,0,46.9
1987-08-06T00:00:00Z,0.27611178,0,6.1
1987-08-07T00:00:00Z,0.18887676,0,4.7
1987-08-08T00:00:00Z,2.094025,0,20.5
1987-08-09T00:00:00Z,15.417226,1.5,48.5
1987-08-10T00:00:00Z,1.897201,0,9.3
1987-08-11T00:00:00Z,0.029875482,0,1.1
1987-08-12T00:00:00Z,0.020589316,0,2.8
1987-08-13T00:00:00Z,0,0,0
1987-08-14T00:00:00Z,0.016959019,0,1.8
1987-08-15T00:00:00Z,0,0,0
1987-08-16T00:00:00Z,0.63428843,0,8.3
1987-08-17T00:00:00Z,2.1206484,0,18.7
1987-08-18T00:00:00Z,1.9161301,0,8.4
1987-08-19T00:00:00Z,2.397803,0,10.8
1987-08-20T00:00:00Z,0.22841948,0,2.9
1987-08-21T00:00:00Z,0.39367968,0,4.3
1987-08-22T00:00:00Z,6.1187954,0,22.2
1987-08-23T00:00:00Z,0.36079705,0,5.8
1987-08-24T00:00:00Z,0.29471064,0,4.3
1987-08-25T00:00:00Z,0.78900635,0,9.3
1987-08-26T00:00:00Z,3.6267183,0,34.7
1987-08-27T00:00:00Z,16.26205,0,53.3
1987-08-28T00:00:00Z,9.649291,3.3,30.6
1987-08-29T00:00:00Z,6.737518,0,17.7
1987-08-30T00:00:00Z,1.429787,0,7.3
1987-08-31T00:00:00Z,3.114343,0,17.3
1987-09-01T00:00:00Z,1.8338807,0,13.2
1987-09-02T00:00:00Z,2.5271826,0,14.3
1987-09-03T00:00:00Z,0.029107181,0,1.2
1987-09-04T00:00:00Z,0.048997957,0,1.7
1987-09-05T00:00:00Z,0.043356452,0,1.9
1987-09-06T00:00:00Z,2.293881,0,17.4
1987-09-07T00:00:00Z,7.8065357,0,27.3
1987-09-08T00:00:00Z,18.31802,1.5,75
1987-09-09T00:00:00Z,5.3172946,0,29.8
1987-09-10T00:00:00Z,0.09681976,0,1.4
1987-09-11T00:00:00Z,4.190644,0,23.5
1987-09-12T00:00:00Z,18.872747,5.1,53.8
1987-09-13T00:00:00Z,21.976486,0.6,61
1987-09-14T00:00:00Z,0.22103299,0,3.2
1987-09-15T00:00:00Z,0.15851834,0,2.5
1987-09-16T00:00:00Z,2.2316334,0,13.5
1987-09-17T00:00:00Z,13.169716,0,38.9
1987-09-18T00:00:00Z,16.099705,0,48.7
1987-09-19T00:00:00Z,3.06086,0,16.3
1987-09-20T00:00:00Z,4.5138135,0,16.7
1987-09-21T00:00:00Z,1.864971,0,10
1987-09-22T00:00:00Z,0.834879,0,11.6
1987-09-23T00:00:00Z,1.2367446,0,6.1
1987-09-24T00:00:00Z,1.0411627,0,5.5
1987-09-25T00:00:00Z,0.37744898,0,3.5
1987-09-26T00:00:00Z,0.25016072,0,5.3
1987-09-27T00:00:00Z,0.6220686,0,6.5
1987-09-28T00:00:00Z,1.9210218,0,14.1
1987-09-29T00:00:00Z,4.9427624,0,27.7
1987-09-30T00:00:00Z,8.874906,2.3,23.8
1987-10-01T00:00:00Z,2.4155269,0,15.4
1987-10-02T00:00:00Z,5.342378,0,15.3
1987-10-03T00:00:00Z,5.404644,0,29.4
1987-10-04T00:00:00Z,9.381342,0,82.7
1987-10-05T00:00:00Z,0.70812523,0,15
1987-10-06T00:00:00Z,2.9804277,0,15.5
1987-10-07T00:00:00Z,9.838642,1.4,38.3
1987-10-08T00:00:00Z,1.2063982,0,10.8
1987-10-09T00:00:00Z,0.40760088,0,4
1987-10-10T00:00:00Z,1.5820048,0,6.2
1987-10-11T00:00:00Z,7.3196483,0,15.2
1987-10-12T00:00:00Z,0.16238521,0,2.1
1987-10-13T00:00:00Z,0.036912974,0,1.2
1987-10-14T00:00:00Z,0.039989445,0,1.6
1987-10-15T00:00:00Z,0.06429962,0,2.2
1987-10-16T00:00:00Z,7.94E-04,0,0.4
1987-10-17T00:00:00Z,0.41952118,0,3.9
1987-10-18T00:00:00Z,0.02693313,0,1.4
1987-10-19T00:00:00Z,0.62412065,0,4.5
1987-10-20T00:00:00Z,3.9406435,0.3,11.5
1987-10-21T00:00:00Z,4.3122725,0,17.3
1987-10-22T00:00:00Z,0.9836297,0,8.5
1987-10-23T00:00:00Z,1.8074409,0,7.7
1987-10-24T00:00:00Z,2.7900016,0,11.5
1987-10-25T00:00:00Z,2.884414,0,11.4
1987-10-26T00:00:00Z,1.5209106,0,14.7
1987-10-27T00:00:00Z,17.298204,0.8,59.4
1987-10-28T00:00:00Z,11.950106,0,51.9
1987-10-29T00:00:00Z,1.207918,0,8.3
1987-10-30T00:00:00Z,0.4767309,0,4
1987-10-31T00:00:00Z,0.009182446,0,1.3
1987-11-01T00:00:00Z,0.054751996,0,1.6
1987-11-02T00:00:00Z,0.21027821,0,2.4
1987-11-03T00:00:00Z,3.8993092,0,18.1
1987-11-04T00:00:00Z,1.3662033,0,5.2
1987-11-05T00:00:00Z,3.3989153,0,21.2
1987-11-06T00:00:00Z,1.841149,0,12
1987-11-07T00:00:00Z,2.2669826,0,10.5
1987-11-08T00:00:00Z,2.6129408,0,9.1
1987-11-09T00:00:00Z,3.7804444,0,11.9
1987-11-10T00:00:00Z,3.8773108,0,34.2
1987-11-11T00:00:00Z,1.326056,0,13.2
1987-11-12T00:00:00Z,0.7065221,0,8
1987-11-13T00:00:00Z,0.067521766,0,4.5
1987-11-14T00:00:00Z,0.051326547,0,1.5
1987-11-15T00:00:00Z,0.001668645,0,0.5
1987-11-16T00:00:00Z,0.39878926,0,4.5
1987-11-17T00:00:00Z,4.7380447,0,14.9
1987-11-18T00:00:00Z,5.4811854,0.5,20.1
1987-11-19T00:00:00Z,0.38119093,0,5
1987-11-20T00:00:00Z,1.5398643,0,6.6
1987-11-21T00:00:00Z,0.23349874,0,2.4
1987-11-22T00:00:00Z,0.18774939,0,2
1987-11-23T00:00:00Z,0.120589584,0,1.8
1987-11-24T00:00:00Z,0.70468116,0,14
1987-11-25T00:00:00Z,7.0071635,0,25.4
1987-11-26T00:00:00Z,2.0374215,0,11.7
1987-11-27T00:00:00Z,0.051038686,0,2.6
1987-11-28T00:00:00Z,2.8988712,0,14
1987-11-29T00:00:00Z,19.612185,3.1,44.5
1987-11-30T00:00:00Z,6.8026333,0.6,21.5
1987-12-01T00:00:00Z,1.0938104,0,7
1987-12-02T00:00:00Z,2.5469553,0,14.7
1987-12-03T00:00:00Z,1.9309064,0,7.4
1987-12-04T00:00:00Z,2.946063,0.3,12.4
1987-12-05T00:00:00Z,0.3697512,0,4.2
1987-12-06T00:00:00Z,0.18237148,0,3.6
1987-12-07T00:00:00Z,0.024437416,0,1.2
1987-12-08T00:00:00Z,1.940946,0,9.4
1987-12-09T00:00:00Z,1.8370409,0,8.3
1987-12-10T00:00:00Z,0.1221439,0,4.3
1987-12-11T00:00:00Z,1.4213172,0,16.3
1987-12-12T00:00:00Z,2.1885343,0,14.6
